	SRR6468503	SRR6468521	SRR6468522	SRR6468523	SRR6468525	SRR6468526	SRR6468527	SRR6468528	SRR6468534	SRR6468541	SRR6468542	SRR6468543	SRR6468544	SRR6468545	SRR6468546	SRR6468547	SRR6468548	SRR6468549	SRR6468550	SRR6468551	SRR6468552	SRR6468559	SRR6468560	SRR6468561	SRR6468563	SRR6468567	SRR6468568	SRR6468571	SRR6468572	SRR6468573	SRR6468574	SRR6468575	SRR6468577	SRR6468578	SRR6468579	SRR6468580	SRR6468581	SRR6468590	SRR6468591	SRR6468592	SRR6468595	SRR6468596	SRR6468597	SRR6468598	SRR6468599	SRR6468603	SRR6468604	SRR6468606	SRR6468607	SRR6468608	SRR6468609	SRR6468610	SRR6468612	SRR6468613	SRR6468614	SRR6468617	SRR6468618	SRR6468619	SRR6468620	SRR6468621	SRR6468622	SRR6468623	SRR6468626	SRR6468628	SRR6468629	SRR6468638	SRR6468639	SRR6468640	SRR6468641	SRR6468642	SRR6468643	SRR6468644	SRR6468645	SRR6468646	SRR6468647	SRR6468648	SRR6468649	SRR6468650	SRR6468653	SRR6468655	SRR6468656	SRR6468657	SRR6468660	SRR6468661	SRR6468665	SRR6468671	SRR6468672	SRR6468673	SRR6468674	SRR6468676	SRR6468678	SRR6468679	SRR6468680	SRR6468681	SRR6468685	SRR6468686	SRR6468687	SRR6468689	SRR6468692	SRR6468694	SRR6468695	SRR6468700	SRR6468706	SRR6468709
k__Bacteria|p__Desulfobacterota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__MGYG000004864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	14689	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0
k__Bacteria|p__Desulfobacterota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__MGYG000004901	0	0	0	0	0	0	0	390	0	0	216	0	0	0	0	0	0	0	0	0	0	23	35	0	0	0	0	0	46	0	0	0	0	2975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	312	5699	124	0	0	0	39	3862	0	26	0	0	0	0	0	0	0	0	0	553	0	0	0	1527	3757	0	0	2986	0	0	0	0	0	0	0	0	0	0	887	115	0	0	0	46	657	0	0	0	0	457	0	0	0
k__Bacteria|p__Desulfobacterota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Mailhella|s__MGYG000000566	0	0	0	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	26	0	0	0	0	0	0	227	0	46	0	379	0	132	13	0	0	0	0	0	0	24	0	0	0	0	0	0	0	59	29	0	84	44	10	0	0	248	0	0	10	0	39	17	0	0	0	0	138	0	0	38	0	0	44	50	0	0	46	0	0	0	21
k__Bacteria|p__Desulfobacterota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Mailhella|s__MGYG000003918	28	0	21	22	211	0	0	26	45	0	28	0	10	15	37	39	0	0	0	0	0	46	0	19	0	0	0	0	27	0	0	14	12	26	22	37	74	22	0	0	0	10	12	19	12	0	17	36	60	0	37	76	696	21	54	15	0	45	546	0	15	0	13	17	0	0	12	0	10	21	128	20	38	13	93	32	0	0	254	76	11	29	19	107	77	0	0	0	12	115	0	39	23	0	70	73	65	26	0	23	82	0	46	59
k__Bacteria|p__Desulfobacterota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Mailhella|s__MGYG000004649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	28	0	0
k__Bacteria|p__Desulfobacterota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Mailhella|s__MGYG000004659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Desulfobacterota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Mailhella|s__MGYG000004750	0	0	0	0	28	0	0	0	0	0	11	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	12	0	0	0	21	0	0	0	0	0	0	0	0	0	0	15	10	0	0	0	0	0	0	0	13	0	0	0	0	14	38	0	0	0	0	21	0	0	0	0	0	0	28	0	0	0	0	0	0	0
k__Bacteria|p__Desulfobacterota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Mailhella|s__Mailhella_sp003150275	0	0	0	0	0	12	0	0	0	0	18	0	2294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	919	0	0	0	0	0	0	0	0	0	11	0	0	0	3619	0	9224	0	0	0	0	0	19	90	0	0	0	0	0	0	11	0	0	0	0	0	10	0	0	31	0	0	0	25399	0	0	0	0	0	14277	0	0	0	0	0	0	0	25	0	26	4857	0	0	41	28	0	0	0	145	0	0	18
k__Bacteria|p__Desulfobacterota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Mailhella|s__Mailhella_sp900541395	154	0	0	0	0	0	0	0	0	71	2377	20	117	0	611	466	0	216	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	7725	34	0	0	48	0	0	0	0	0	0	364	20	0	0	0	0	0	0	0	0	636	0	0	0	0	767	0	0	1119	843	143	653	918	0	212	0	0	0	1074	0	36	0	0	0	0	388	0	0	0	0	0	0	11542	0	0	0	0	72144	0	0	0
k__Bacteria|p__Desulfobacterota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Mailhella|s__Mailhella_sp900553065	0	0	0	0	4466	0	0	0	0	0	103	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	299	0	0	0	0	733	0	0	0	0	0	1821	0	0	0	0	0	0	0	0	0	0	0	0	0	487	532	0	0	0	0	0	0	281
k__Bacteria|p__Desulfobacterota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Mailhella|s__Mailhella_sp900555975	0	0	0	11	239	0	0	18	0	20	0	0	27	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	46	25	0	0	40	0	0	0	13	0	0	0	0	11	0	19	0	18	21	0	0	63	0	46	0	0	17	14	0	0	0	0	0	0	0	0	0	24	0	0	0	175	0	0	0	0	0	0	11	0
k__Bacteria|p__Desulfobacterota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Nitratidesulfovibrio|s__Nitratidesulfovibrio_vulgaris	0	0	72	176	15	138	27	18	43	0	43	0	0	0	0	0	0	67	0	0	27	30	0	78	0	0	0	30	0	20	13	10	14	28	18	21	0	0	0	0	0	0	0	17	23	0	0	50	0	0	12	0	18	12	31	23	0	0	0	0	10	41	0	18	0	0	0	0	0	0	18	0	23	0	0	13	24	0	187	10	0	36	25	0	0	0	0	0	15	0	0	11	21	20	0	14	17	136	0	0	0	0	39	11
k__Bacteria|p__Elusimicrobiota|c__Elusimicrobia|o__Elusimicrobiales|f__Elusimicrobiaceae|g__CADBRU01|s__MGYG000001768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Elusimicrobiota|c__Elusimicrobia|o__Elusimicrobiales|f__Elusimicrobiaceae|g__UBA1174|s__UBA1174_sp900556855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	19	0	0	0	0	0	0	0	22	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	15	0	0	0	0	0	0	304	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Eremiobacterota|c__Xenobia|o__Xenobiales|f__Xenobiaceae|g__Bruticola|s__Bruticola_sp004554425	0	0	0	34	233	0	10	21	50	0	27	0	12	0	0	18	0	0	0	0	0	18	0	0	0	0	0	0	0	0	15	0	10	34	32	0	0	0	0	0	0	0	10	0	0	15	25	41	16	0	0	0	20	0	0	0	0	0	125	0	0	16	19	0	0	0	0	0	28	26	19	11	51	0	0	0	0	0	59	0	0	0	14	0	0	0	0	0	20	0	0	0	65	0	0	11	35	0	0	0	187	0	42	0
k__Bacteria|p__Eremiobacterota|c__Xenobia|o__Xenobiales|f__Xenobiaceae|g__Bruticola|s__Bruticola_sp900772775	0	0	27	66	0	0	0	25	0	0	0	113	98	151	128	12	0	0	50	15	0	0	21	0	0	239	0	0	0	272	59	0	107	17	0	0	37	0	0	0	0	0	0	83	0	0	96	149	0	243	0	0	0	0	0	0	0	0	0	49	0	383	36	15	0	0	37	0	0	0	0	0	0	0	11	15	0	0	0	64	0	0	0	0	0	0	0	0	0	0	15	0	0	0	60	0	0	64	0	0	0	0	0	12
k__Bacteria|p__Eremiobacterota|c__Xenobia|o__Xenobiales|f__Xenobiaceae|g__Bruticola|s__MGYG000002669	0	0	0	0	0	0	0	0	0	38	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	87	77	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__Borkfalkiaceae|g__Borkfalkia|s__Borkfalkia_ceftriaxoniphila	16	0	6287	6799	14	961	0	303	0	34	3528	11	16	0	25	75	33	0	0	0	0	0	0	0	0	1129	0	0	12	29	0	0	0	0	8016	11404	0	0	0	0	0	0	45	0	0	0	40	3927	0	0	0	0	11	5362	24	7237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	28	0	649	294	14	0	0	30	316	0	0	0	0	0	11	69	0	0	0	0	0	10	0	0	0	0	0	22186	0	0	10
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__Borkfalkiaceae|g__Borkfalkia|s__Borkfalkia_sp900557285	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2190	0	0	0	0	0	0	94	36	0	0	0	0	0	0	0	0	0	62	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__Borkfalkiaceae|g__Borkfalkia|s__Borkfalkia_sp900761665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__Borkfalkiaceae|g__Borkfalkia|s__Borkfalkia_sp900761675	0	0	142	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	294	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__Borkfalkiaceae|g__Borkfalkia|s__MGYG000000676	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	13	0	0	0	0	0	36	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__Borkfalkiaceae|g__Borkfalkia|s__MGYG000000733	0	0	10	42	41	0	0	0	0	0	41	23	0	0	0	0	0	0	0	0	26	0	0	0	0	11	0	0	0	0	0	23	0	0	36	0	10	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	11	0	12	11	0	0	0	0	0	0	13	0	0	0	0	12	61	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	3205	0	0	0	0	0	0	0	0	113	0	13	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__Borkfalkiaceae|g__Borkfalkia|s__MGYG000001844	0	0	81	241	19	37	0	0	0	11	15	0	0	0	12	14	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	444	0	382	0	0	10	0	0	0	0	54	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	179	0	0	0	0	0	15	61	0	0	0	0	0	0	0	0	182	0	0	10	0	0	0	0	0	42	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__Borkfalkiaceae|g__Borkfalkia|s__MGYG000002624	0	0	0	34	0	0	0	0	0	0	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__Borkfalkiaceae|g__Borkfalkia|s__MGYG000002678	0	0	0	142	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	244	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	247	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	3535	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__Borkfalkiaceae|g__Borkfalkia|s__MGYG000003934	0	0	0	1493	0	0	0	0	0	0	858	0	0	0	0	27	10	0	0	0	16	0	0	0	0	11	0	0	0	0	0	0	0	32	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	58	0	17	0	0	0	0	0	0	0	0	3065	0	0	0	0	0	0	0	0	54	0	0	0	0	32	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__Borkfalkiaceae|g__Borkfalkia|s__MGYG000003953	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	271	0	0	0	0	0	0	0	0	17	0	42	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__Borkfalkiaceae|g__Borkfalkia|s__MGYG000004020	0	0	0	0	0	0	0	0	0	0	39	19	0	0	0	0	0	0	0	0	22	0	0	0	0	317	0	0	0	0	0	0	12	10	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	85	0	0	23	24	0	0	0	0	0	0	0	0	0	0	3440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__Borkfalkiaceae|g__HGM11412|s__HGM11412_sp900770185	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1330	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__Borkfalkiaceae|g__HGM11416|s__HGM11416_sp900766495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__Borkfalkiaceae|g__HGM11416|s__HGM11416_sp900768525	0	0	0	26	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	40	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__Borkfalkiaceae|g__MGYG000000399|s__MGYG000000399	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__Borkfalkiaceae|g__MGYG000004445|s__MGYG000004445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__Borkfalkiaceae|g__QALS01|s__MGYG000001914	0	0	0	0	120	0	0	22	0	0	1146	0	18	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	12	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	17	0	0	41	51	13	0	0	0	0	0	0	0	0	0	0	0	0	35	0	15	0	0	11	26	64	0	0	18	0	0	55	0	0	384	0	93	15	0	0	0	21	0	0	34	0	0	83	0	0	164	0	36	32
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__Borkfalkiaceae|g__QALS01|s__QALS01_sp003150575	0	0	0	2368	0	104	0	470	0	79	1867	0	142	0	0	103	0	0	0	0	50	0	0	0	0	7447	0	0	0	210	0	0	24	38	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	1632	12	3957	0	0	0	0	0	0	104	243	0	0	0	0	201	0	0	0	0	34	0	2126	13	23	29	0	25	142	0	0	0	0	86	0	0	0	0	180	0	0	0	415	408	0	0	0	109	0	0	195
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__Borkfalkiaceae|g__QALS01|s__QALS01_sp900552625	0	0	19	107	846	0	0	381	0	72	564	16	0	76	0	152	37	0	0	0	0	0	0	0	0	115	0	0	0	649	0	0	0	67	935	0	0	74	0	0	0	0	56	13	0	0	164	50	23	0	134	0	0	1267	128	840	0	0	0	0	110	0	0	15	0	0	0	0	254	0	0	17	24	87	43	3636	294	75	40	0	180	175	0	0	746	0	0	86	0	0	0	770	0	0	0	1133	295	17	0	0	986	0	125	789
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__Borkfalkiaceae|g__QALS01|s__QALS01_sp900555925	84	0	0	2053	0	0	0	0	0	0	843	0	66	0	0	537	13	0	0	0	46	0	135	0	0	21	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	3033	3688	376	0	0	0	77	0	0	11	41	0	0	0	0	267	0	0	39	0	54	22	637	157	26	920	0	98	82	0	0	0	0	451	52	35	0	170	0	0	0	0	248	0	0	0	0	5723	0	0	19
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__Borkfalkiaceae|g__QALS01|s__QALS01_sp900769545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__Borkfalkiaceae|g__UBA10281|s__MGYG000002654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__Borkfalkiaceae|g__UBA10281|s__MGYG000004310	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__Borkfalkiaceae|g__UBA10281|s__UBA10281_sp000437515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__Borkfalkiaceae|g__UBA10281|s__UBA10281_sp900548285	0	0	0	11	10	0	0	0	0	0	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	91	0	0	15	0	0	0	0	0	0	0	0	0	3682	0	0	0	0	0	84	15	0	0	34	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__Borkfalkiaceae|g__UBA10281|s__UBA10281_sp900554485	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	647	0	0	0	0	0	0	0	0	0	0	0	0	783	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__Borkfalkiaceae|g__UBA10281|s__UBA10281_sp900556195	0	0	0	0	0	0	0	0	0	0	271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__Borkfalkiaceae|g__UBA10281|s__UBA10281_sp900764105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
