	SRR1778456	SRR341581	SRR341582	SRR341584	SRR341590	SRR341591	SRR341592	SRR341594	SRR341595	SRR341597	SRR341598	SRR341607	SRR341608	SRR341609	SRR341610	SRR341611	SRR341613	SRR341614	SRR341618	SRR341619	SRR341625	SRR341627	SRR341633	SRR341635	SRR341636	SRR341637	SRR341642	SRR341644	SRR341645	SRR341646	SRR341647	SRR341648	SRR341649	SRR341651	SRR341652	SRR341658	SRR341660	SRR341662	SRR341663	SRR341664	SRR341669	SRR341673	SRR341677	SRR341678	SRR341679	SRR341680	SRR341683	SRR341685	SRR341687	SRR341688	SRR341689	SRR341690	SRR341693	SRR341694	SRR341699	SRR341700	SRR341706	SRR341707	SRR341708	SRR341710	SRR341712	SRR341713	SRR341714	SRR341715	SRR341716	SRR341717	SRR341718	SRR341719	SRR341720	SRR341724	SRR341725	SRR413615	SRR413626	SRR413632	SRR413633	SRR413634	SRR413668	SRR413669	SRR413670	SRR413671	SRR413672	SRR413673	SRR413680	SRR413714	SRR413721	SRR413728	SRR413738	SRR413742	SRR413746	SRR413754	SRR413756	SRR413768	SRR413769	SRR413772
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-1031|s__CAG-1031_sp900752535	851	0	118	136	32	14	14	0	0	0	69	0	131	12	0	15	37	0	21	0	38	62	0	24	0	56	45	0	13	29	51	0	0	0	0	11	97	271	0	26	0	0	404	34	0	0	83	12	31	0	28	0	10	0	21	0	17	18	0	95	0	0	0	57	61	22	0	0	103	17	0	0	0	21	0	59	425	0	0	0	0	0	0	11	0	0	17	0	18	211	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-279|s__CAG-279_sp000437795	745	11	0	368	78	1036	332	48209	156	0	1350	12	94	48	21	143	283	743	569	817	71	0	689	309	0	22	10	115773	774	157	79	339	115	0	0	186	0	86710	119	176	0	46	30	0	42	0	595	191	22	214	51	745807	35	1408	0	0	55	389	357	240	37	0	0	0	52	146	250	170	15	0	119	2337	88	349883	0	842	327	6020	0	107804	121	750	11	15387	132	103768	721	202	0	753	0	178	626	345
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-279|s__CAG-279_sp900541555	0	0	0	0	0	0	0	0	71	10	0	0	0	0	0	0	53	16	0	0	0	0	0	17	0	0	0	0	0	0	0	50	21	84	12	0	0	40	0	348	0	12	0	0	0	0	0	0	0	0	0	0	0	0	36	16	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	21	0	15	0	0	0	17	10	0	0	0	18	21
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-279|s__CAG-279_sp900541935	14820	485	200	705	1977	7129	3485	13149	483	475	3355	0	404148	1437	547	1528	474	5330	3123	28504	6007	4283	365	1317	0	2068	1261	2375	2904	1329	650	872	1884	406	462	2714	222	615	1521	2118	920	3993	137	38	2601	4117	4153	822	2319	4486	1579	5587	276	145874	1408	781	358	1217	231	4636	2367	0	874	2526	78	803	293	2082	8047	176	1578	605	753	4659	62	222	1960	225	24449	18876	2854	6174	225	497	1239	4654	51	1719	2724	36559	0	23639	2207	684
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-279|s__CAG-279_sp900544305	63	0	23	10	200	30417	0	0	70	0	14755	0	0	0	0	0	0	0	16	0	15039	84	12	47	0	433	17	0	13	0	17	47	0	0	0	41	0	0	0	18	0	0	29	0	0	0	0	0	0	19	0	22	0	0	17	0	0	11	14	12	0	0	0	0	62	6888	32	0	0	0	13	29	0	0	0	86	0	0	0	173	0	0	65	0	0	0	10	0	0	22	10	0	31	20
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-279|s__CAG-279_sp900548875	0	0	0	0	0	2000	11	14	0	0	849	0	19	47	0	55	0	0	0	0	984	0	0	16	0	0	37	0	0	0	0	11	0	175	0	10	0	94	0	0	0	0	0	0	0	0	14	96	0	18	0	16	0	0	12	17	0	0	22	0	0	0	0	0	0	0	18	154	0	0	0	664	128	0	0	14	0	0	0	0	0	0	0	96	0	0	10	13	0	0	0	0	0	84
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-279|s__CAG-279_sp900550025	118	41	0	29	36	18	32	33	524	0	41	0	19	0	478	36	83	257	22	0	27	17	100	36	0	136	0	0	0	711	13	0	87	0	32	0	0	34	237	288	87	0	0	0	0	29	612	51	0	55	0	534	0	20	64	42	105	0	63	435	0	12	47	25	13	130	55	94	0	29	0	30	0	45	0	133	0	193	0	25	0	313	132	58	0	64	59	56	45	1123	0	0	0	20
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-279|s__CAG-279_sp900556245	22	86	29	70	357	15	293	12	30	0	46	0	17	35	83	93	99	60	36	20	160	76	13	41	78	38	25	40	32	486	30	26	189	67	33	22	42	105	164	82	52	23	98	0	31	0	31	81	71	73	156	32	142	10	25	16	47	67	59	380	15	0	0	38	23	34	68	83	0	0	47	38	30	11	0	94	0	18	96	0	0	45	229	66	35	229	120	26	64	80	0	11	39	237
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-279|s__MGYG000003881	0	0	0	0	0	0	0	0	0	0	36	0	0	10	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	10	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-485|s__CAG-485_sp000437495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	14	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-485|s__CAG-485_sp001701295	30	0	0	23	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	5163	0	0	14	0	0	16	0	0	0	0	0	0	0	0	12	0	0	96242	135	93	0	0	0	0	0	0	0	0	272	0	0	0	47	0	0	177	0	0	0	0	0	0	0	59	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	18	0	0	0	34	0	0	15	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-485|s__CAG-485_sp002361235	1495	0	0	0	0	30	0	0	0	0	11	0	311	0	0	23	0	135	11	179	12	0	0	0	0	39	0	0	0	0	16	0	0	0	0	870	0	202	0	0	0	0	0	0	0	0	209	0	0	0	0	0	0	0	327	215	18	0	0	0	0	0	0	0	0	0	0	68	17	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	1049	0	0	0	28	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-485|s__CAG-485_sp002491165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-485|s__CAG-485_sp900321585	25	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-485|s__CAG-485_sp900541835	8983	0	0	0	0	0	0	0	0	0	2706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32204	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-485|s__CAG-485_sp900542185	52	0	0	0	14	230	30	0	0	41	0	0	46	62	105	0	11	10	22	0	0	23	0	43	0	125	93	0	13	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	118	0	71	0	86	0	17	0	0	0	0	0	41	0	0	0	0	0	27	0	0	0	0	0	26	85	11	0	0	0	0	0	0	0	50	11	11	0	350	163	0	78	81	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-485|s__CAG-485_sp900547755	446	49	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	15	0	0	0	0	10	0	0	0	0	0	0	176406	266	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-485|s__CAG-485_sp900549375	221	0	0	0	0	0	0	0	0	0	1063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-485|s__CAG-485_sp900550645	74	188	68	54	95	192	103	44	29	35	241	146	44	39	45	54	59	78	48	16	63	89	16	37	50	44	62	316	25	178	0	101	59	101	54	101	11	59	58	63	16	114	285	43	54	17	50	112	96	87	183	66	107	33	100	28	99	80	167	72	12	68	0	0	99	88	124	40	22	60	67	40	28	123	189	119	27	25	0	47	11	120	59	249	27	322	86	117	138	503	0	25	26	108
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-485|s__CAG-485_sp900552315	20	0	19	0	17	31	21	0	0	0	0	0	0	0	20	0	0	0	0	0	0	33	0	0	0	12	0	0	0	0	0	0	0	43	0	0	0	101	22	0	0	0	52	0	0	0	0	0	0	0	0	46	21	0	18	0	0	0	0	0	0	0	0	0	0	14	0	0	21	0	0	14	0	16	0	0	0	0	0	0	0	22	17	10	0	41	0	0	11	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-485|s__CAG-485_sp900554345	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	960	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-485|s__CAG-485_sp900554845	234	19	28	2589	197	3063	68	19	685	10	1627	16	134	728	0	41	205	82	490	10	113	0	738	137	179	823	35	85	302	3674	1988	1604	116	41	707	942	0	1776	43	1690	901	0	116	0	902	34	1383	1858	46	26	138	3333	0	0	357	102	16	915	16	520	11	33	235	26	931	35	0	56	124	0	275	35	1177	30	256	354	0	168	548	0	27	1470	1717	23	41	0	2561	121	8654	407	0	457	36	84
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-485|s__CAG-485_sp900555915	24	0	31	13	97	0	0	0	133	0	0	87	0	0	14	29	16	21	16	0	19	15	17	25	0	0	47	0	0	35	0	0	18	0	0	0	0	0	0	10	21	0	0	0	0	0	0	0	12	0	0	0	0	0	26	0	66	0	0	102	0	0	0	0	0	0	0	28	10	0	0	0	27	0	0	109	0	53	0	0	0	0	16	12	0	0	17	0	159	125	0	0	0	1419
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-485|s__CAG-485_sp900556595	230267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0	23039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-485|s__CAG-485_sp900759795	170	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-485|s__CAG-485_sp900760735	127	0	0	0	0	0	0	0	0	0	22	0	0	24	0	0	0	0	17	0	35	0	0	24	30	57	0	14	0	0	16	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	13	0	0	0	0	35	0	0	0	0	106	0	0	0	19
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-485|s__CAG-485_sp900760815	72	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	12	0	0	0	0	0	0	12	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-485|s__CAG-485_sp900760885	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-485|s__CAG-485_sp900761855	3348	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	3346	0	0	0	0	0	0	0	0	0	1625	0	0	0	0	0	0	0	0	321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-485|s__CAG-485_sp900766975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-485|s__CAG-485_sp900767075	489	11	24	22	33	40	80	0	106	0	19	27	67	52	0	19	12	11	57	44	11	126	0	49	0	68	21	0	20	18	164	0	28	29	0	24	0	155	0	16	23	0	0	0	86	0	58	32	53	0	0	76	0	0	236	73	0	0	42	33	11	43	22	0	26	0	27	18	10	0	0	80	0	74	18	167	106	0	0	115	0	19	34	47	49	0	202	11	26	264	0	0	0	29
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-485|s__MGYG000000348	2301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-485|s__MGYG000001643	212	0	0	0	0	0	0	0	20	0	132	0	57	0	0	14	49	0	10	21	0	0	64	0	0	25	0	0	0	0	0	59	0	0	0	0	0	88	0	0	0	0	0	0	0	0	36	0	35	38	0	0	0	0	58	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	52	0	14	0	15	15	0	0	16	0	0	47	208	0	22	0	0	0	250	0	0	61	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-485|s__MGYG000001868	119	31	16	47	82	13	28	49	100	0	17	89	10	198	221	0	0	47	41	31	45	26	133	46	0	57	208	22	70	72	70	12	16	117	0	22	0	77	52	16	34	24	0	0	25	0	33	20	51	0	28	11	198	0	96	11	117	16	31	29	32	0	0	22	37	0	32	92	0	0	41	23	31	36	26	125	16	0	1543	51	16	19	80	51	22	65	0	37	98	225	0	0	112	154
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-485|s__MGYG000003816	461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-485|s__MGYG000003831	85	60	39	40	19	490	0	0	200	0	0	1476	0	0	465	74	16	0	112	21	77	0	46	203	157	282	0	57	83	89	216	87	66	50	237	96	0	1091	0	19	56	0	0	0	104	0	25	39	157	0	10	0	0	0	232	16	588	51	0	15	43	0	64	65	0	0	61	62	26	0	0	439	0	70	0	1416	0	253	0	423	43	0	74	528	0	0	0	203	108	3698	0	36	49	244
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-485|s__MGYG000004042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-485|s__MGYG000004377	50	0	0	0	0	0	0	0	0	0	18	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	104	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-485|s__MGYG000004430	3272	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	67	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1921	0	0	0	0	0	0	0	0	0	0	0	0	0	424	63	0	0	0	0	20	21	0	0	0	266
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-485|s__MGYG000004705	12	0	0	0	0	596	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-485|s__MGYG000004853	4673	0	0	43	42	0	0	0	212	0	307	0	146	0	0	0	0	0	212	135	0	0	0	192	0	326	0	420	144	0	667	0	13	161	0	184	0	5562	0	379	0	0	0	0	0	0	0	30	516	0	0	0	0	0	93	116	235	0	0	0	0	0	0	0	665	243	0	25	318	0	35	31	0	546	0	72	157	296	0	406	20	0	104	311	0	597	1092	0	0	1458	0	0	67	348
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-485|s__MGYG000004871	7437	0	0	0	0	0	106	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-873|s__CAG-873_sp001701165	552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	25	0	0	0	0	0	52	0	0	0	0	0	57	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-873|s__CAG-873_sp002493945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	166	581	555	0	0	0	99	0	431	0	40	0	0	0	0	0	0	0	0	0	0	0	16	0	0	18	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	41	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-873|s__CAG-873_sp004552485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-873|s__CAG-873_sp009775195	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-873|s__CAG-873_sp900540625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	46	0	0	0	0	12	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-873|s__CAG-873_sp900548975	334	0	0	0	16	0	0	0	0	0	18	0	0	79	0	0	0	0	17	0	0	11	41	0	0	0	43	0	0	0	0	0	0	18	0	0	0	37	0	0	0	0	29	0	25	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	23	24	0	0	0	0	0	0	0	0	0	11	0	0	0	80	166	0	20	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-873|s__CAG-873_sp900550395	2234	0	0	0	0	71	0	0	0	0	0	0	395	0	0	0	0	0	0	0	0	0	27	32	0	342	0	0	0	0	131	0	0	20	0	0	0	585	0	37	0	0	0	0	85	0	0	36	13	0	0	0	0	0	0	0	0	0	133	14	0	0	0	0	70	0	0	0	28	0	0	0	0	0	0	21	0	0	0	0	0	0	0	11	47	18	0	13	0	72	0	0	0	13
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-873|s__CAG-873_sp900554265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-873|s__CAG-873_sp900554715	324	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0
