	ERR2855786	ERR2855787	ERR2855788	ERR2855789	ERR2855790	ERR2855791	ERR2855792	ERR2855793	ERR2855796	ERR2855797	ERR2855798	ERR2855799	ERR2855801	ERR2855802	ERR2855803	ERR2855804	ERR2855805	ERR2855806	ERR2855807	ERR2855808	ERR2855809	ERR2855811	ERR2855812	ERR2855813	ERR2855816	ERR2855817	ERR2855818	ERR2855819	ERR2855821	ERR2855822	ERR2855823	ERR2855824	ERR2855825	ERR2855827	ERR2855829	ERR2855831	ERR2855832	ERR2855833	ERR2855834	ERR2855835	ERR2855836	ERR2855837	ERR2855838	ERR2855839	ERR2855840	ERR2855842	ERR2855843	ERR2855846	ERR2855847	ERR2855848	ERR2855849	ERR2855851	ERR2855853	ERR2855856	ERR2855857	ERR2855859	ERR2855860	ERR2855861	ERR2855862	ERR2855865	ERR2855866	ERR2855867	ERR2855868	ERR2855870	ERR2855871	ERR2855872	ERR2855874	ERR2855877	ERR2855878	ERR2855879	ERR2855881	ERR2855884	ERR2855885	ERR2855886	ERR2855887	ERR2855888	ERR2855889	ERR2855890	ERR2855891	ERR2855892	ERR2855893	ERR2855894	ERR2855896	ERR2855897	ERR2855901	ERR2855902	ERR2855903	ERR2855905	ERR2855906	ERR2855907	ERR2855908	ERR2855909	ERR2855910	ERR2855911	ERR2855912	ERR2855913	ERR2855914	ERR2855915	ERR2855916	ERR2855917	ERR2855919	ERR2855921	ERR2855923	ERR2855925	ERR2855927	ERR2855929	ERR2855931	ERR2855932	ERR2855933	ERR2855934	ERR2855935	ERR2855936	ERR2855938	ERR2855939	ERR2855940	ERR2855941	ERR2855942	ERR2855943	ERR2855944	ERR2855945	ERR2855946	ERR2855948	ERR2855949	ERR2855950	ERR2855951	ERR2855952	ERR2855953	ERR2855954	ERR2855955
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_sp900539765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	11	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2912	0	0	0	0	0	10	0	0	0	0	12	26	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_sp900546675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	12	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	769	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_sp900548415	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	15	0	239	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	16	0	0	0	0	0	0	14	0	0	0	16	0	0	20	0	0	0	0	0	0	0	24	0	0	14	0	0	0	0	0	0	0	0	0	0	0	16	0	0	17	0	575	0	0	14	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_uenonis	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10	71	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	57	0	0	0	0	98	0	0	0	0	10	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_uenonis_A	0	0	1281	0	0	0	0	0	0	0	0	0	0	0	273	0	0	0	0	0	0	264	0	162	0	0	0	0	0	0	0	1935	0	0	152	0	0	0	0	0	0	0	170	0	1305	0	0	410	0	68	0	0	0	0	0	0	0	0	273	0	0	0	0	0	0	0	56	193	194	0	0	0	0	66	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	329	0	0	139	0	15	120	24	120	0	0	2318	28	0	0	0	0	0	0	0	0	0	0	576	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes_A|s__Alistipes_A_ihumii	108	9022	141	86	76566	441	0	1476	20354	469	15560	20	17792	314	5287	16	925	381	335	83	13316	124	15	90321	149	4098	140	216	76	48805	55252	22580	39	6170	11993	512	37	47	967	13659	206	470	102	79508	79	469	213	198	360	48683	682	0	700	10	30	1128	175	3626	239	228	13048	18	20	96	52	527	70	1314	205	64946	76	386	1729	25811	173	0	5106	342	178	174384	495	7180	710	107	3154	199669	1462	104416	243	60	203	26	29	5135	539	140	2769	277	567	8725	9510	23394	62332	10948	115901	6827	135	23923	72849	1954	114667	640	33593	79	32	19	65	106	52	29580	513	222	1453	232	6680	61779	14	595	30219
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes_A|s__Alistipes_A_indistinctus	1086	26808	116	48	5001	54	46	808	70825	313	695	16	963	10804	131	62	18056	453	55	44	38633	452	43	158	7202	426	174	144	57	45764	5340	46065	17	262	858	414	0	22	13598	218813	138	38672	15	203	42	78	140	96	64	149	192	82	184	18023	116	568	4131	857	38	368	10950	14	12	66	22	63	15	27967	6182	4355	4326	42	1220	14037	170	46029	4955	1095	281	5194	820	13495	2872	94610	65	735	11239	561	355	61	456	28	38	12496	4073	144	803	390	23389	6179	1990	90793	61	15	622	4084	60	26608	10491	1476	496	19390	1301	46	35	1248	198	31	9410	1583	9678	7921	1119	8188	40	8709	49	1331	167
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes_A|s__Alistipes_A_sp900240235	763	33578	907	2267	56113	905	4709	529	5414	498	467	149	13294	22047	3319	713	116937	2487	828	129	34211	1045	96	1630	2061	1989	14311	22371	106	141534	1702	14934	183	37290	4521	4532	7322	0	15151	196981	3805	1096	3877	171803	109	41333	1313	709	726	94253	546	37207	2886	325	783	1093	21449	2813	2217	1579	40353	145	32	316	3981	3317	6095	63737	41915	375129	167661	769	31254	506	100055	326	33187	1608	193	14796	3001	716	1798	770	25103	1222	126950	8108	27723	152	1836	56	64	15118	105356	3335	1553	7489	390422	16736	171514	155217	1090	4093	448718	30873	946	750	8502	3140	106231	50287	4687	283	342	0	329	8126	1950	137	1806	5097	1545	3921	1166	112543	147	5614	1872
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes_A|s__Alistipes_A_sp900539755	109	10	23	0	249	0	124	2498	0	0	157	0	55	0	0	113	100	0	15	0	75	0	120	105	321	635	0	9391	10	382	729	80	0	21	44	0	0	0	0	0	324	0	364	775	0	25	18	17	14	92	0	128	0	172	0	17	78	246	0	0	110	0	11	199	0	501	0	0	0	14513	0	0	0	38	10	0	0	21	0	934	0	39	133	358	69148	823	426	532	0	147	0	313	0	0	258	0	0	0	930	115	16	36	0	20	208	17	0	378	391	0	1199095	241	162	0	0	0	0	0	108	336	22	0	0	10	407	0	133	26	69
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes_A|s__Alistipes_A_sp900545315	0	10	0	0	37	12	0	41	0	0	0	0	0	0	153	0	0	0	0	0	15	0	0	0	0	58	0	114	0	0	0	0	0	20	73	0	0	67	0	0	0	0	229	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	247	0	0	128	34	0	0	0	0	0	253	0	0	0	0	831	0	0	249	0	0	0	11	35	0	0	0	0	388	0	240	0	0	0	104	0	0	0	0	35	0	9698	57	153	0	0	0	0	0	0	19	0	108	112	135	19	302	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes_A|s__Alistipes_A_sp900546005	0	69	14	0	36	0	0	33	0	0	0	0	0	0	623	0	134	0	0	0	0	0	0	38	0	268	59	175	0	242	91	15	0	0	167	17	0	0	0	0	33	22	794	65	0	0	0	0	0	53	0	0	217	14	0	0	0	0	0	0	0	0	0	14	0	301	0	0	73	527	0	0	521	59	0	0	0	0	0	635	0	0	72	23	10	43	58	1225	0	0	0	38	0	0	181	0	0	0	44	889	11	0	0	549	29	14	0	85	449	0	188	317	620	0	0	0	0	0	0	17	0	467	177	528	26	210	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes_A|s__Alistipes_A_sp900549685	5214	95	166	0	4890	545	1234	378	384	775	282	13	954	563	3171	32	1313	238	111	49	1376	52	24	18	263	1350	602	117	0	940	368	835	24	3980	916	18	0	0	251	1456	567	35	611	2904	169	48	25	18	40	543	0	20	13	222	15	29	574	642	353	80	582	197	0	170	0	342	134	390	0	1871	854	300	688	601	13582	20	266	38	36	3098	12	239	600	370	138	608	1139	9259	154	40	11	1165	0	60	320	17	346	807	363	291	534	444	741	705	4060	266	11	715	2338	57	0	291	259	49	43	0	387	21	36	775	26	584	37	182	64	335	104	19	33
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes_A|s__MGYG000003254	437	0	0	0	278	0	70	19	18	0	0	0	53	49	102	0	67	0	0	0	138	0	0	0	17	48	113	0	0	19	67	56	18	230	49	0	0	0	12	89	0	11	41	13	0	15	0	0	0	0	0	0	112	0	0	0	101	12	10	0	28	10	0	12	27	21	0	21	0	11	0	30	64	28	1140	0	28	0	0	27	0	15	92	0	0	11	0	243	0	0	0	0	0	0	0	0	0	59	29	31	15	30	54	0	34	0	0	0	180	0	0	0	103	0	0	0	24	0	0	0	0	0	0	0	0	264	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes_A|s__MGYG000004197	0	19	0	0	0	0	0	24	20	0	91	0	0	0	23	0	40	0	0	99	83	0	0	0	28	95	0	22	0	74	14	21	0	190	47	0	50	0	0	0	188	0	310	44	0	0	0	0	0	185	0	0	0	11	0	0	10	0	0	0	55	0	17	0	0	0	0	0	0	217	43	0	52	20	167	0	0	0	0	158	0	0	81	11	0	93	100	392	139	0	0	94	0	0	27	0	160	0	0	0	45	46	20	51	0	14	0	44	107	20	76	0	79	18	0	0	0	0	0	49	0	61	0	0	0	0	0	15	15
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_communis	7191	9138	147	390	184543	451	27	16370	17318	725	31617	183	71102	38977	2263	615	449704	1359	899	319	92160	1472	30	154	9702	93635	523	23191	242	393341	116104	36423	55	145541	43841	2508	203	47	2060	103552	39151	2929	2203	432578	387	3464	149	1261	1018	74502	1206	36	1683	19	134	1277	104074	37251	115108	1379	48979	1609	43	36	616	2096	286	24423	3010	235838	256170	527	70845	40209	34068	14578	2067	339	2390	258528	1425	12041	126551	15597	1075	1516	74230	403581	55373	18	349	74388	88	14660	3467	450	19133	1550	5370	43713	40461	64711	111445	48519	338513	13802	73	51834	108162	1437	2173	25905	19965	489	1540	110	2400	2130	0	70348	1088	20598	4816	3089	4740	85021	414	166	3213
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_dispar	235	225	12	20	423	166	0	277	98	0	142	0	38	351	1601	10	1454	0	268	10	205	10	0	605	91	504	78	62	22	664	740	252	12	1102	681	0	41	0	79	787	78	93101	107	1497	14	356	0	76	359	795	23	0	229	35	0	17	199	353	444	447	191	0	0	267	21	953	0	260	331	30445	140	135	704	500	306	20	508	294	114	284547	14	273	525	148	32	46	690	4373	54	29	0	0	3953	61	501	73	3920	199	559	85504	206	4673	302	27	2432	563	0	137	904	27	131	557	1414	0	0	0	78	77	0	58	311	7106	439	356	183	1287	501	12	897
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_finegoldii	4725	18578	1670	249	79722	109	376	7586	2396	2672	1923	119	38566	3301	171730	18851	267250	719	577	116	10076	933	61	7159	1421	5391	7539	16032	146	84079	51459	31189	11780	11611	42645	416	312	252	71111	28863	196684	13161	9275	224352	916	21697	474	1360	539	115703	779	89	5351	196	660	717	6869	23369	151662	4152	28000	1484	194	9115	20400	9508	224	40573	29532	161838	9742	84	52022	8127	3170	11892	308041	3525	1007	136699	359	3471	10715	2322	7266	7204	9526	405156	6901	8981	135	819	43	7227	41031	840	14930	4881	73591	9129	50500	91906	9840	4668	18165	5014	4424	10464	17165	975	7541	9829	17353	232	250	0	5055	747	61	10829	100218	16591	6172	6187	6101	96112	111	8715	12087
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_onderdonkii	303625	90967	304971	2904	808802	1524	1687	54069	216410	4833	174270	527	1056495	52293	68867	22205	561245	15206	5910	1079	200905	11116	1294	77110	32201	269271	5769	114309	1207	1783955	606675	611327	6124	353691	118066	36232	4138	13814	121699	1734346	523491	269425	708274	1028829	54793	33285	8740	10703	6747	159073	6467	2006	45151	21938	2818	18288	222370	69482	1672295	153567	362364	97954	816	29263	33604	652793	1665	139441	135298	1019249	1042688	3915	255321	202073	62618	1100986	249388	55428	6110	1663603	18902	48689	174390	565874	14119	735936	364483	997214	283677	392835	4533	149962	3387	67709	1505057	2230	425408	235428	1026067	253153	106833	315951	33223	78390	306279	163832	781877	908606	1099325	18256	505790	388174	466650	52194	6222	3604	25164	39684	1318	337911	37929	33942	410835	163909	163354	1403943	2650	40000	202229
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_provencensis	106	32	45	0	21	0	0	38	27	0	23	0	0	456	85	129	60	0	0	0	11	0	0	215	285	36	0	0	0	204	54	17	0	47	50	0	0	0	18	100	174	0	0	1014	27	0	0	0	0	136	0	0	0	285	0	0	29	39	54	0	91	0	0	0	0	50	0	28	767	310	121	0	24	176	0	111	18	0	0	95	0	19	62	3165	0	1039	49	141	0	57	0	112	0	0	0	0	37	0	126	23	65	52	50	0	101	359	0	78	81	0	0	74	83	0	0	16	0	17	0	11	614	1011	48	40	13	1798	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_putredinis	555033	213246	3558	4040	1883144	2506	1312	111329	95172	3622	49488	1520	56212	192998	681468	25300	980353	9808	7307	4270	379030	9495	982	3947	36572	216522	9843	249637	5398	918872	665646	956562	797	716093	144949	24512	3391	1967	543765	1290372	4943	558171	953793	1170024	4282	181224	3855	38064	7332	1594229	10181	2492	188855	1892	4204	8017	374938	182430	571265	284704	567350	3204	2337	1600	1614	398688	1177	454088	944256	693225	271185	2062	443069	885173	153258	3753	353409	3642	12289	1940424	8388	138813	443389	260566	42119	10957	728202	1388437	9333	1701	3220	757	522	52245	831069	3875	269500	481055	873656	1033018	123861	498694	2990	527971	1103856	567560	4027	602390	1352573	15599	834867	267541	593799	4795	6177	43982	40460	135836	1783	156139	11734	394072	338673	562106	228321	323565	1672	6800	1155749
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_senegalensis	7875	19911	6730	346	18386	94	458	5050	19654	245	3857	23	19736	25367	12244	2873	40466	397	432	319	7387	406	70	5420	1988	12574	348	3002	127	45472	15308	16164	221	10128	21333	342	420	52	4693	47895	4868	6044	16296	28633	1259	649	141	1112	443	20941	258	8284	3589	575	136	420	5418	5395	20815	7032	32375	580	40	5228	1487	19655	125	17448	4222	179581	7810	67	21688	69437	6536	21065	8814	6326	225	78444	1296	10075	41387	4424	828	5996	7964	97707	5068	9154	57	824	40	2991	17346	211	9299	10509	14055	8015	29650	25302	21404	4214	87700	11554	5214	21369	17453	356	4322	11736	36787	220	277	15	1353	1050	65	884	40261	5197	9403	9358	6901	46561	129	548	7013
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_shahii	79956	25839	3894	1954	97799	386	370	49650	47065	1215	37409	240	8520	79076	250645	1881	555979	2432	1995	749	28519	2727	240	218850	19448	62102	1744	22957	765	211941	175473	65750	2316	174989	141994	1658	8034	3556	12947	217217	9658	186356	26713	395201	1351	2792	1150	10373	2260	100725	2258	356	65284	373	989	3040	57185	51383	68108	114934	55154	682	281	82099	740	151395	116	49647	99590	317089	25319	326	196845	139218	45603	3800	103254	128671	1343	1087622	3918	53119	115354	4411	11182	160702	133330	624490	13433	2023	415	774	172	9232	39027	1169	38981	11653	184567	25070	14592	331712	43670	1229	273911	91717	3398	25604	257835	3466	2055	78611	485445	1094	3642	170	23351	13325	215	831	2371	81731	125549	118650	44082	459921	1471	4014	159387
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_sp000434235	117	656	476	552	257	0	0	4315	44	26	148	0	83	74	131	186	1632	11	84	0	597	35	662	98	180	49	77	79	0	99	67	81	0	364	86	0	11	0	26	923	114	120	198	139	2850	0	16	0	79	799	1468	127	120	366	12	45	79	468	365	92	115	70	0	236	240	111	0	78	64	248	26	0	921	73	69	131	76	58	18275	158	0	108	205	36	13	201	1320	125	20	0	0	0	86	19	22	29	226	795	747	173	226	168	10	79	203	208	77	14	49	19	69	260	88	89	129	0	0	12	297	82	896	372	81	96	1257	177	25	0	538
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_sp001941065	4042	1573	90	94	5603	23	22	5147	2986	107	1648	0	94	20109	175322	112	46083	139	100	86	1532	125	12	64139	1715	3629	139	4921	79	5462	8073	2284	312	7858	16365	98	2102	273	544	7240	2631	13634	736	12665	46	404	42	1381	85	43231	96	17	14646	1955	230	167	3319	3756	1920	6206	2991	0	0	23824	0	1963	0	2286	12512	11690	717	26	16491	20565	3110	0	8271	31321	224	61829	214	6650	9379	1088	1728	777	395	44900	295	27	0	291	0	500	791	76	1129	1172	5574	2176	1913	24063	19911	493	53562	5736	284	1366	9265	144	0	2756	36292	980	209	0	2208	492	0	257	2758	49732	5326	10372	2580	14127	57	154	15044
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_sp002161445	124	19	0	0	121	0	0	17	33	0	34	0	158	59	371	96	432	0	0	0	19	0	0	85	13	39	21	44	0	294	142	99	13	99	154	13	0	0	122	60	195	149	0	365	0	37	0	15	0	184	0	0	56	0	237	0	55	86	93	122	106	0	0	72	28	69	11	54	73	436	275	0	227	200	28	101	495	0	59	694	0	18	0	0	0	98	67	658	42	67	0	18	0	25	63	0	53	23	211	49	96	129	17	21	198	87	0	50	175	0	0	38	630	0	0	0	33	0	0	65	96	60	98	35	25	291	0	11	129
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_sp002358415	14	0	0	0	14	0	0	40	0	0	0	0	0	75	0	0	11	0	0	0	45	0	0	0	76	0	0	29	0	222	0	92	0	15	53	0	0	0	89	920	0	0	0	65	0	52	0	34	0	3855	14	0	22	0	0	0	0	41	1308	640	78	0	0	0	0	0	0	0	264	804	306	0	27	421	333	0	0	0	0	478	0	12	161	56	0	37	113	304	0	0	0	93	0	57	224	0	19	453	70	0	48	10	0	11	2180	193	0	67	504	0	0	41	391	0	0	0	0	0	0	109	18	0	57	14	0	134	0	0	27
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_sp900021155	2997	72	0	0	116	0	0	37	497	0	15	0	268	58	338	126	1244	14	11	0	290	23	0	0	156	207	25	124	12	130	3642	171	0	1824	135	16	0	0	225	1620	52	867	442	148	0	35	0	64	0	10019	25	11	128	75	0	0	17	0	3260	855	97	0	0	86	24	230	0	71	243	1029	697	0	309	152	814	0	17	0	0	782	0	789	182	118	253	67	227	933	52	11	0	61	0	164	110	0	57	1164	29	510	79	2907	0	294	5995	131	0	820	384	39	1416	176	337	0	0	0	10	14	0	60	135	228	178	179	22	392	10	0	6563
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_sp900290115	307	73	0	0	138	0	0	16	78	0	21	0	92	61	123	27	539	0	0	0	74	0	0	163	0	31	10	29	0	56	104	149	0	432	0	0	0	0	23	767	0	365	0	18	0	10	0	56	0	1114	0	0	43	0	0	0	49	33	269	132	148	0	0	0	0	0	0	13	58	160	149	0	179	125	127	0	190	50	0	365	0	0	189	0	27	74	19	153	13	0	0	50	0	20	521	0	26	17	85	0	100	36	41	0	747	0	137	314	39	0	0	10	69	0	0	0	0	17	0	31	0	65	69	13	0	72	0	0	130
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_sp900541585	1399	520	25	32	2039	35	11	1189	1025	26	771	0	93	1180	3516	70	11573	48	80	10	578	59	0	3186	449	1610	55	471	0	4298	2845	1230	64	4043	2118	28	204	0	214	6118	88	2766	570	6314	29	36	14	173	47	1907	130	0	1142	19	21	83	859	736	711	2599	1261	81	1176	1623	10	2768	114	978	2961	7043	446	0	3050	2307	683	14	1596	2030	145	16469	55	1170	2627	36877	257	81392	5262	8587	601	12	0	294	12	245	651	137	1343	235	3162	574	347	8030	1225	0	4263	1642	0	409	10972	186	0	1795	7124	26	96	0	408	279	126	143	164	1183	3555	2433	635	8053	1645	80	2523
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_sp900542505	265	57	0	17	208	0	0	209	81	0	96	0	0	0	0	0	1119	0	0	0	58	0	0	0	34	135	0	0	0	465	31	100	0	35	386	0	26	0	88	28	0	0	68	0	0	0	0	0	0	35	0	0	0	0	0	0	0	44	0	247	18	0	0	0	23	193	0	76	17	684	0	0	29	0	42	0	0	0	0	191	0	91	252	0	61	102	269	0	97	0	0	0	0	0	96	0	51	30	269	29	31	716	0	0	101	0	0	0	0	0	366	214	27	0	0	0	0	0	0	12	0	0	0	147	0	499	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_sp900544265	153	23	0	24	74	0	0	21	12	0	0	0	56	10	18	0	0	0	0	0	25	0	0	0	0	0	28	0	0	44	14	167	0	45	0	0	0	0	53	46	0	28	0	296	0	10	0	0	0	18	0	0	0	12	0	0	291	39	74	0	26	0	0	174	0	59	0	0	19	304	57	0	0	0	122	0	237	12	0	58	0	23	42	0	0	155	27	505	21	0	0	0	33	31	703	0	80	45	267	0	26	519	0	0	114	45	25	289	72	0	254	0	0	0	0	0	40	0	0	391	0	25	0	0	29	14	0	0	304
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_sp900546065	0	0	0	0	0	0	0	33	0	0	0	0	16	0	1211	0	0	0	330	0	0	0	0	0	12	2722	0	0	0	1742	0	12	0	464	0	0	0	3436	0	0	0	24	0	2523	0	388	0	34	485	30	0	0	0	0	0	0	0	108	0	0	1342	0	0	0	0	360	0	1146	0	218551	0	0	0	0	0	0	0	16	0	116850	0	205	0	0	189	424	81	13	49	0	0	0	0	58	457	0	0	0	46	0	720	602	0	0	566	194	0	0	0	0	0	468	0	0	0	0	0	0	0	0	337	0	423	0	0	0	0	0	325
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_sp900548155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_sp900549305	783	119	809	0	432	92	123	629	172	505	173	425	69	187	344	166	895	68	738	18	512	45	26	250	67	27644	377	61	47	1030	261	331	12	143	97	24	111	12	159	1112	113	147	37	3675	583	76	109	15	22	134	48	1305	566	699	48	447	487	545	1832	128	722	0	728	791	0	2498	28	225	20	597	150	42	402	283	199	285	915	86	74	4589	30	168	519	7138	54	372	2337	668	171	1139	0	34	32	45	2458	10	248	517	811	91	104	152	1122	26	555	137	183	164	3956	25	86	452	7538	25	81	13	243	388	329	78	457	202	212	1064	80	949	16	17	876
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_sp900550375	0	18	0	59	166	0	0	0	12	0	28	0	53	19	25	0	181	0	0	0	41	0	0	339	0	46	0	46	0	173	152	53	0	60	51	0	0	0	17	55	16	0	0	283	0	0	0	0	0	92	0	0	0	0	0	0	95	22	98	28	26	0	0	0	0	0	0	11	0	149	120	0	23	25	0	0	0	0	0	432	0	0	59	0	17	363	32	233	0	0	0	25	0	14	0	0	19	0	0	20	41	37	247	18	347	35	0	102	14	0	85	15	169	0	0	0	0	0	0	48	0	0	0	0	13	78	0	0	15
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_sp900550925	0	0	0	0	559	0	0	10	0	0	0	0	11	0	0	763	0	0	0	0	126	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	42	0	0	0	0	75	17	0	0	0	0	0	12	0	0	0	23	39	1393	0	0	0	69	0	0	0	13	0	0	0	0	0	180	0	0	10	0	0	0	11	12	278	79	0	0	12	0	0	0	0	0	211	0	0	25	0	0	0	11	0	0	0	0	38	0	57	0	12	0	0	40	483	0	0	0	0	0	0	1447	0	0	0
