	DRR127476	DRR127478	DRR127485	DRR127488	DRR127491	DRR127507	DRR127514	DRR127517	DRR127519	DRR127521	DRR127524	DRR127532	DRR127535	DRR127536	DRR127537	DRR127546	DRR127552	DRR127557	DRR127559	DRR127567	DRR127579	DRR127583	DRR127588	DRR127594	DRR127596	DRR127597	DRR127603	DRR127613	DRR127617	DRR127625	DRR127634	DRR127646	DRR127647	DRR127649	DRR127666	DRR127669	DRR127672	DRR127685	DRR127704	DRR127707	DRR127718	DRR127720	DRR127724	DRR127728	DRR127731	DRR127736	DRR127737	DRR127748	DRR127751	DRR127752	DRR127774	DRR162775	DRR162776	DRR162777
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__UBA6398|s__UBA6398_sp900550635	22	0	23	61	0	0	0	100	19	68	19324	12	0	93	0	201	11	32	16	0	78	112	16	10	0	0	0	0	0	21	43	16	28	21094	0	0	114	0	158	27	0	66	282	27	149	91	61	18	0	15	16	46	26	24
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__UBA6398|s__UBA6398_sp900555645	278	0	0	16	0	0	0	0	0	0	18	0	0	0	0	55	0	109	0	0	0	0	0	27	0	211	0	139	0	0	0	0	0	75	125	0	0	0	0	0	0	54	0	0	0	94	0	0	0	0	0	0	248	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella|s__Barnesiella_intestinihominis	1107	92195	256651	29728	2467	26	48957	229	160	98	11037	4506	25266	271359	117	1274	114	46142	440	0	41	35	0	36133	0	83320	3989	0	67539	18690	17252	7510	26	229452	149799	1402	100	2718	182800	19	36	50	1899	10864	0	35	231	5383	0	2609	85634	5741	82	52543
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella|s__Barnesiella_sp002159975	0	20	84	0	0	0	0	40	0	0	0	0	0	22	0	10	0	0	96304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella|s__Barnesiella_sp003150885	19	0	31	0	0	11	0	56	15	0	0	0	0	99	0	19	31	0	230	0	72	31	0	0	0	0	0	0	0	0	14	0	0	0	0	0	54	0	0	0	10	188	113	48	0	0	0	26	0	0	0	35	217	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella|s__Barnesiella_sp900538555	37	0	1063	0	0	23	0	0	0	0	0	0	0	139	0	0	0	29	312	0	0	0	0	0	0	0	0	10	49	19	0	0	0	0	27	0	0	20	0	86	0	16	430	0	0	13	50	206	0	0	633	28	197	17
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella|s__Barnesiella_sp900538705	0	0	93	26	0	0	0	0	0	0	0	0	0	0	0	22	0	0	27	0	0	0	0	0	0	0	0	14	11	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	104	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella|s__Barnesiella_sp900542255	0	0	21	0	0	0	0	57	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Coprobacteraceae|g__Coprobacter|s__Coprobacter_fastidiosus	263	317	60428	363	8226	20	0	168	102	110	214	13711	331	296	43	256956	947	589	3726	164	81	87165	70	86	304	1255	35	20	8985	2361	117783	0	3978	767	1731	0	32	60	2618	0	0	1754	139	502	0	28596	144	5402	0	6759	552	57	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Coprobacteraceae|g__Coprobacter|s__Coprobacter_secundus	93	479	26	28	279	283	51	61	41	0	48	1328	43	227	0	2450	963	11	28667	257	945	548	12	2668	0	10588	0	0	735	218	17380	0	16	71	3753	0	13	0	7421	11	0	32	66	56	0	40555	42	92	283	68	391	0	757	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Coprobacteraceae|g__Coprobacter|s__Coprobacter_sp900545915	107	189	2024	67	267	12	117	30	0	120	129	796	0	100	451	8478	812	40	381	0	0	2361	132	12	0	95	13	65	274	126	4787	0	0	164	178	0	3839	13	269	207	0	16	3373	198	0	834	0	340	0	223	71	190	12	33
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Coprobacteraceae|g__MGYG000004443|s__MGYG000004443	43	65	29	71	0	0	0	11	0	0	42	46	11	10	0	0	634	0	0	0	0	0	0	20	0	12	0	0	62	0	123	11	0	104	0	0	0	0	0	0	0	12	0	0	0	12	132	0	0	0	12	13	0	13
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Dysgonomonadaceae|g__Dysgonomonas|s__Dysgonomonas_capnocytophagoides	39	0	0	0	0	0	39	0	0	0	0	0	0	42	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	815	0	0	0	63	0	0	0	508	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Dysgonomonadaceae|g__Dysgonomonas|s__Dysgonomonas_gadei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	351	0	0	0	0	0	30	0	0	48828	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Dysgonomonadaceae|g__Dysgonomonas|s__Dysgonomonas_mossii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	12	0	0	2303	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Dysgonomonadaceae|g__Dysgonomonas|s__Dysgonomonas_sp900079735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42886	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Dysgonomonadaceae|g__Dysgonomonas|s__Dysgonomonas_sp900556485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Dysgonomonadaceae|g__Dysgonomonas|s__MGYG000003338	158	163	0	0	27	0	12	36	0	17	30	43	31	0	101	0	0	0	0	355	0	0	0	0	0	0	13	0	0	0	0	0	30	0	0	0	0	0	0	0	881	16	29	0	30	104	0	0	108	20	15	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__F082|g__F082|s__F082_sp002633315	0	0	51	0	0	0	0	0	15	0	35	0	34	0	12	993	0	0	0	0	0	0	0	56	0	0	0	35	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	114	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__F082|g__F082|s__F082_sp900542475	0	0	0	10954	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	652	0	0	0	18	0	0	0	0	0	11	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__F082|g__F082|s__F082_sp900769945	81	0	0	123	0	0	0	0	0	148	0	0	0	0	0	0	0	0	301	0	0	0	0	12	0	0	128	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	65	0	0	0	50	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Marinifilaceae|g__Butyricimonas|s__Butyricimonas_faecalis	1772	31	117	0	0	39	13	0	0	0	168	0	297	33	0	44	38	49	42	0	224	175	0	36	0	55	18	130	101	67	400	0	0	0	45	22	127	67	19	0	32	419	14	17	0	48	174	0	0	12	101	36	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Marinifilaceae|g__Butyricimonas|s__Butyricimonas_paravirosa	2265	3709	12473	2138	436	14868	7156	6347	372	2536	5658	245	1671	12031	0	163325	39	20567	274	2687	0	30218	125	9002	401	4729	7495	1743	241	13102	12075	3107	0	30371	1912	3025	31259	8702	33992	195	0	8670	12	875	443	2465	29300	215	27	6909	9915	82	3624	7254
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Marinifilaceae|g__Butyricimonas|s__Butyricimonas_sp003479425	797	576	351	421	104	46	102	865	110	504	501	2384	517	1819	0	5274	1055	507	372	14	1459	59	2423	416	102	200	87	213	654	252	173	122	0	299	722	702	1804	431	111	1511	74	2209	5456	576	2982	113	385	95	0	1245	6658	247	1239	25
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Marinifilaceae|g__Butyricimonas|s__Butyricimonas_sp900184685	237	12	150	0	0	12	0	64	0	322	3530	0	0	138	0	332	2490	103	84	0	0	42	0	12	0	70	19	27	76	216	0	141	0	307	215	0	16	111	0	144	297	303	387	120	0	105	50	0	0	0	25	0	0	36
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Marinifilaceae|g__Butyricimonas|s__Butyricimonas_sp900759925	0	0	12	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	10	0	0	0	0	77	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Marinifilaceae|g__Butyricimonas|s__Butyricimonas_sp900761485	0	39	38	0	0	91	20	17	25	54	156	0	162	0	0	25	0	245	12	148	231	94	0	212	0	85	100	40	29	93	33	50	0	21	55	0	677	124	195	224	0	165	0	110	67	50	110	0	0	47	265	10	0	19
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Marinifilaceae|g__Butyricimonas|s__Butyricimonas_synergistica	99	17	398	69	0	126	0	13	0	0	144	17	12	66	0	68	11	521	52	0	0	16	116	26	0	72	22	10	88	140	133	0	90	0	63	0	42	48	112	0	0	264	0	22	0	32	39	89	0	154	45	21	924	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Marinifilaceae|g__Butyricimonas|s__Butyricimonas_virosa	18	124	4281	0	39	253	84	4897	79	29	19445	11	534	0	0	237	127	611	8676	16	919	1730	343	1620	0	7692	2769	17813	1951	10340	8284	122	0	197	6452	0	2247	10156	332	0	0	59584	98	128	0	44	592	0	0	709	4020	1523	0	19
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Marinifilaceae|g__Butyricimonas|s__MGYG000004002	103	0	24	56	0	0	13	55	0	146	44	129	0	80	0	0	334	44	365	0	0	17	0	32	18	17	17	0	74	22	0	0	0	0	40	138	0	14	301	116	0	25	423	21	220	0	95	0	0	32	32	80	166	30
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Marinifilaceae|g__Gabonibacter|s__Gabonibacter_massiliensis	0	14	3272	0	0	0	0	0	0	11	2224	190	0	0	0	0	0	0	0	0	12	0	0	11	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	16	0	0	0	0	0	0	10	15	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Marinifilaceae|g__Gabonibacter|s__Gabonibacter_sp900543425	0	0	129	0	0	0	0	0	0	0	65	0	0	0	0	379	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Marinifilaceae|g__Odoribacter|s__MGYG000003076	25729	4304	7920	913	209	251	67	7996	167	1449	5230	480	1872	15285	0	14495	0	808	4720	0	112	432	4157	1784	172	2982	0	3832	3651	2653	1739	266	41	2271	1607	1416	400	0	4384	228	221	4787	27	109	84	669	521	123	0	279	4045	19	147	907
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Marinifilaceae|g__Odoribacter|s__MGYG000004650	3819	1179	889	172	97	719	327	873	635	120	822	2767	250	2146	0	3375	175	2200	525	152	903	1444	6828	229	132	330	58	11	2481	609	257	143	2487	384	1475	1062	887	99	837	4079	972	315	11339	199	23	634	1760	1990	13	16310	346	682	2387	539
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Marinifilaceae|g__Odoribacter|s__MGYG000004711	999	122	139	40	0	0	0	15	0	28	172	89	38	69	0	116	0	48	331	0	0	102	74	13	0	17	0	26	110	37	0	13	11	100	17	82	48	0	82	37	0	306	0	0	0	0	21	0	0	0	76	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Marinifilaceae|g__Odoribacter|s__MGYG000004822	151	270	569	0	0	0	0	16	0	10	233	48	109	14	0	39	19	0	349	13	0	0	360	140	0	21	0	0	304	16	0	0	0	121	0	0	46	0	436	0	0	0	0	0	66	0	0	0	0	11	184	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Marinifilaceae|g__Odoribacter|s__Odoribacter_laneus	85	6304	3254	692	0	112	2876	440	30	9635	51	1024	470	28167	0	2125	0	14585	12122	0	0	2576	3465	336	150	1008	75	477	36495	1180	20014	791	0	3808	538	0	734	968	137	79	1281	672383	173	46	0	234	6198	6525	37	0	7574	94	0	555
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Marinifilaceae|g__Odoribacter|s__Odoribacter_massiliensis	88	33	17582	58	0	0	0	1214	0	2233	1245	56	200	126	0	28	0	0	95	0	0	2185	0	57	0	24	0	37	413	269	0	17	0	371	111	43	0	983	231	18166	0	1029	144	39	0	1326	59	0	0	22	14	35	28	16
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Marinifilaceae|g__Odoribacter|s__Odoribacter_sp900541415	0	0	37	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	70	125	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Marinifilaceae|g__Odoribacter|s__Odoribacter_sp900544025	0	0	7617	32	0	0	0	45	0	10	0	0	0	37	0	0	0	11	272	0	0	42	0	13	0	53	15	111	65	52	0	15	0	23	25	0	0	14	0	0	0	0	0	0	89	13	59	0	0	12	78	0	359	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Marinifilaceae|g__Odoribacter|s__Odoribacter_sp900548135	6936	4961	3394	690	209	1132	0	4139	456	3225	518	199	495	1727	0	2793	15	456	2652	0	838	1418	5728	11715	74	774	335	1752	1893	1707	2008	396	104	1052	477	406	17	659	1757	66	0	1935	294	61	56	151	1228	735	0	676	1476	26	3330	120
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Marinifilaceae|g__Odoribacter|s__Odoribacter_splanchnicus	311367	46673	84257	10792	2527	22	161	107506	32	21665	44978	6353	15855	217730	0	201801	711	10986	54571	53	16	1381	50124	20955	1897	45054	3910	53033	42848	44330	23223	3889	60	25663	23690	0	15	297	54359	439	18	552	13982	395	14	9675	36	1114	36	1836	54402	163	87	11935
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Amulumruptor|s__Amulumruptor_caecigallinarius	0	0	216	21	0	286	0	0	14	0	19	0	61	0	0	147	0	0	72	0	0	0	0	16	0	0	0	36	0	48	0	0	0	0	131	465	49	0	0	0	0	30	0	0	1277	0	180	448	0	224	23	52	75	86
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Amulumruptor|s__Amulumruptor_sp001689515	21	0	0	77	0	0	0	0	0	0	49	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Amulumruptor|s__Amulumruptor_sp900539915	17	0	0	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Amulumruptor|s__Amulumruptor_sp900547825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-1031|s__CAG-1031_sp000431215	18	0	0	0	0	10	0	0	0	0	185	0	0	35	29	14	267	0	259	0	0	0	0	48	0	0	36	15	0	10	0	0	10	0	17	0	0	0	0	0	0	0	30	0	0	0	215	0	0	17	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-1031|s__CAG-1031_sp900752535	11	0	108	10	332	0	19	13	48	134	0	0	12	10	903	0	472	0	0	0	27	0	0	43	12	71	0	17	13	23	15	15	0	30	0	51	0	0	15	0	0	13	93	225	37	93	0	13	90	33	264	0	0	12
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-279|s__CAG-279_sp000437795	210639	2214	162	6993	90	15	14	171	15	47	134710	4672	3802	240	0	51	62	53	646	0	0	21	0	108	0	39	0	14	0	55	78	0	0	5024	54	0	148	21	0	81	0	603	216	0	12	934	632196	0	0	0	87	0	20	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-279|s__CAG-279_sp900541555	18	0	28	73	0	31	22	0	676	0	0	0	0	0	172	408	0	0	0	0	0	0	0	0	0	0	0	28	16	0	384	0	0	51	0	0	0	10	0	0	0	19	0	0	10	24	12	0	0	0	0	0	52	12
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-279|s__CAG-279_sp900541935	15141	427	133	5776	478	1067	139	549	3002	576	15036	493	1698	590	2700	1403	450	1742	0	0	0	177	0	3882	100	5680	4369	3158	1320	760	88860	29	0	356	5926	0	2281	43151	1498	1877	0	380	2742	0	0	1062	21667	0	0	9983	262	330	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-279|s__CAG-279_sp900544305	313	0	0	0	0	0	0	0	0	0	150	10	0	0	0	24	0	0	0	0	0	14	0	0	62	0	0	0	0	188	0	0	0	25	11	23	14	310	0	0	0	0	0	20	0	0	424	0	0	0	0	0	27	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-279|s__CAG-279_sp900548875	0	0	108	39	0	0	0	83	835	100	0	0	0	25	0	80	10	0	0	0	0	0	0	0	0	12	0	0	20	28	0	0	0	80	0	0	0	51	0	0	0	0	19	33	11	11	0	0	0	0	86	0	0	14
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-279|s__CAG-279_sp900550025	0	392	35	1098	0	12	0	0	470	400	81	0	55	55	298	162	0	11	30	0	0	1996	167	0	0	37	21	10	0	566	0	0	0	547	902	0	0	18	714	0	0	10	79	17	1727	75	555	19	490	0	11	327	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-279|s__CAG-279_sp900556245	79	27	103	585	23	64	0	279	1146	92	40	30	20	407	639	89	32	28	172	0	72	224	149	0	16	0	10	30	57	128	232	20	54	239	17	44	94	30	312	0	0	240	550	26	41	240	15	24	0	10	122	112	138	66
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-279|s__MGYG000003881	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	54	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-485|s__CAG-485_sp000437495	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-485|s__CAG-485_sp001701295	0	11	0	16	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-485|s__CAG-485_sp002361235	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	544	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-485|s__CAG-485_sp002491165	14	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-485|s__CAG-485_sp900321585	0	0	4773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-485|s__CAG-485_sp900541835	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-485|s__CAG-485_sp900542185	0	0	0	0	0	0	0	0	0	14	10	0	0	0	0	0	79	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-485|s__CAG-485_sp900547755	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-485|s__CAG-485_sp900549375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-485|s__CAG-485_sp900550645	45	67	278	121	20	99	74	116	383	116	44	74	27	195	178	83	159	30	110	0	25	96	0	54	24	49	47	72	18	48	224	29	218	67	22	100	77	21	126	293	197	137	325	383	295	87	95	54	128	166	44	197	19	39
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-485|s__CAG-485_sp900552315	0	0	12	0	0	0	0	27	28	37	0	0	0	0	0	33	48	0	0	0	0	13	15	0	0	0	0	0	0	0	18	0	0	0	0	22	90	0	0	36	0	0	0	13	152	0	0	10	0	0	26	0	0	15
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-485|s__CAG-485_sp900554845	56	758	2122	0	68	229	136	30	10516	347	48	0	394	233	65	348	170	604	58	0	359	2330	13	67	76	536	173	631	21	841	40	40	6105	1529	101	59	0	947	5715	149	318	44	355	72	598	192	22	2641	700	1844	316	1929	35	544
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-485|s__CAG-485_sp900555915	0	0	21	0	0	0	0	12	0	0	0	0	0	10	0	17	0	0	0	0	46	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	26	11	10	52	0	0	0	0	0	0	0	13
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-485|s__CAG-485_sp900556595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-485|s__CAG-485_sp900759795	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-485|s__CAG-485_sp900760735	132	0	144	42	0	14	0	106	0	0	104	0	16	0	0	147	103	0	0	0	0	0	0	0	0	77	16	118	0	23	0	0	0	122	0	0	0	52	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-485|s__CAG-485_sp900760815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-485|s__CAG-485_sp900760885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
