	ERR1018185	ERR1018186	ERR1018187	ERR1018188	ERR1018189	ERR1018190	ERR1018191	ERR1018192	ERR1018193	ERR1018194	ERR1018195	ERR1018196	ERR1018197	ERR1018198	ERR1018199	ERR1018200	ERR1018201	ERR1018202	ERR1018203	ERR1018204	ERR1018205	ERR1018206	ERR1018207	ERR1018208	ERR1018209	ERR1018210	ERR1018211	ERR1018212	ERR1018213	ERR1018214	ERR1018215	ERR1018216	ERR1018217	ERR1018218	ERR1018219	ERR1018220	ERR1018221	ERR1018222	ERR1018223	ERR1018224	ERR1018225	ERR1018226	ERR1018227	ERR1018228	ERR1018229	ERR1018230	ERR1018231	ERR1018232	ERR1018233	ERR1018234	ERR1018235	ERR1018236	ERR1018237	ERR1018238	ERR1018239	ERR1018240	ERR1018241	ERR1018242	ERR1018243	ERR1018244	ERR1018245	ERR1018246	ERR1018247	ERR1018248	ERR1018249	ERR1018250	ERR1018251	ERR1018252	ERR1018253	ERR1018254	ERR1018255	ERR1018256	ERR1018257	ERR1018258	ERR1018259	ERR1018260	ERR1018261	ERR1018262	ERR1018263	ERR1018264	ERR1018265	ERR1018266	ERR1018267	ERR1018268	ERR1018269	ERR1018270	ERR1018271	ERR1018272	ERR1018273	ERR1018274	ERR1018275	ERR1018276	ERR1018277	ERR1018278	ERR1018279	ERR1018280	ERR1018281	ERR1018282	ERR1018283	ERR1018284	ERR1018285	ERR1018286	ERR1018287	ERR1018288	ERR1018289	ERR1018290	ERR1018291	ERR1018292	ERR1018293	ERR1018294	ERR1018295	ERR1018296	ERR1018297	ERR1018298	ERR1018299	ERR1018300	ERR1018301	ERR1018302	ERR1018303	ERR1018304	ERR1018305	ERR1018306	ERR1018307	ERR1018308	ERR1018309	ERR1018310	ERR1018311	ERR1018312
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Paludibacteraceae|g__UBA1181|s__UBA1181_sp900769555	0	0	33	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	34	0	0	0	55	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Paludibacteraceae|g__W0P28-013|s__W0P28-013_sp004557405	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas_A|s__MGYG000003746	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas_A|s__MGYG000003774	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas_A|s__Porphyromonas_A_bennonis	0	0	21	0	0	0	41	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	113	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas_A|s__Porphyromonas_A_somerae	0	0	1739	0	0	0	24	2591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2903	17	0	0	0	4223	0	0	0	0	46	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	1098	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	923	0	0	0	0	0	0	35	0	129	0	0	0	0	0	0	0	0	0	0	0	85	28276	94	11	0	34	0	0	66	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas_A|s__Porphyromonas_A_sp001808555	0	0	1644	0	0	0	6054	187	0	0	0	0	0	103	265	0	0	0	0	0	0	0	18	0	0	0	411	199	0	0	37	1324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1274	0	0	492	0	0	0	15	0	12	0	0	0	39	0	0	0	427	0	0	64	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	127	562	645	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2095	0	245	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas_A|s__Porphyromonas_A_sp900541275	0	0	0	0	0	0	176	0	0	0	0	0	0	12	16	28	0	0	0	0	0	45	0	0	0	0	0	83	0	0	0	55	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	16	0	0	0	0	0	15	0	11	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	46	0	71	0	0	0	0	44	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas_A|s__Porphyromonas_A_sp900554935	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56459	0	0	0	0	32	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__MGYG000000763	0	0	3026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	284	0	0	0	0	0	0	0	0	0	0	0	24	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__MGYG000002931	0	0	38	0	0	0	0	0	16	0	37	0	0	0	0	0	0	12	13	0	0	0	0	0	10	21	27	0	0	95	16	196	0	0	12	0	15	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	30	20	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	19	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	23	0	0	0	18	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__MGYG000003754	0	0	0	0	0	0	0	0	0	0	0	0	0	632	0	0	0	0	0	0	0	0	0	0	0	0	830	14	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	16	0	19	0	0	0	0	0	0	0	0	0	135	0	0	10	0	0	0	0	117	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0	17	0	12	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	439	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__MGYG000003813	0	0	409	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	39	0	0	0	12	326	117	21	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	33	10	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	80	50	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	10	0	0	0	10	0	656	186	34	0	0	0	0	30	0	0	0	22	0	0	0	0	0	0	0	0	62	0	19	0	0	0	0	0	0	0	53	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__MGYG000003837	0	0	2495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	972	0	0	0	0	1318	0	0	0	0	36	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	27	0	0	0	0	0	0	11	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__MGYG000003897	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	16	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	30	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_asaccharolytica	0	0	216534	84	0	188	143	0	0	199	0	165	0	0	0	0	0	0	0	0	0	417	0	0	0	0	243453	0	0	0	0	39907	0	32	0	0	4174	0	3898	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	64	0	0	110174	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	33	0	0	0	9282	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	194	0	0	43	340	0	0	1116	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_endodontalis	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	4503	18015	0	5805	0	12	11	426	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_gingivalis	112	16	0	0	0	10	0	0	0	15	0	0	0	18	0	161	0	0	0	0	0	0	0	0	0	0	13375	0	238	0	44	0	0	0	41	52	0	174838	0	0	0	50	0	0	38	0	0	0	0	0	0	0	27	0	0	0	30	0	0	0	0	0	0	0	26	0	48	0	0	5539	0	0	0	13	35	0	0	0	0	15	0	0	0	0	0	0	0	29	72	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	33	0	169	22	0	0	0	0	0	0	23	0	0	0	0	17	0	0	0	0	0	0	0	49
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_pasteri	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_sp900538385	0	0	6666	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	638	21	0	10	0	437	0	0	0	0	19	0	25	0	100	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	46	0	0	272	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	15	3441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	59	0	0	0	0	0	0	0	0	0	427	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_sp900539155	0	0	1961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	324	0	0	0	0	385	0	0	0	0	11	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276	369	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_sp900539765	20	0	15436	0	0	0	0	0	0	0	0	0	20	0	0	16	0	20	0	0	0	0	0	0	0	0	1041	12	0	0	0	119	0	0	0	0	26	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	247	0	0	0	258	0	0	0	0	13	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_sp900546675	189	0	171524	0	0	0	0	0	0	0	0	0	316	0	0	145	0	181	0	0	0	0	0	0	0	0	14	122	0	0	0	258	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_sp900548415	0	0	1798	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	130	15	0	0	0	10277	0	0	0	0	63	0	12	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	191	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	40	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_uenonis	0	0	107	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	25	15	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	11	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	411	20	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	41	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_uenonis_A	371	0	123422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	339	389	0	0	0	5093	0	14	0	0	21	54	46	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	1856	0	0	130	0	0	0	0	618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1518	3377	0	0	0	0	0	32	0	0	0	0	0	0	0	107	0	0	3567	0	0	0	0	50	0	0	0	0	0	0	375	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes_A|s__Alistipes_A_ihumii	1258	106	163	24385	93341	496	177	0	67	407	0	11744	648	194	14	9228	386	58051	71	64	68	189	90	12	203	118	383	134414	120	18799	604	543	0	8633	0	1683	160	105	285	0	415	18	139	88	488	226521	433	15854	15	0	108	47	0	0	2188	4231	57	881	28	173	170	132	26601	20127	3880	2485	41	11	0	263	43	18	197	70	23	18	0	0	40	97	144	66073	1887	13613	20	0	50	248	100	63	28	102	29	0	0	69	388158	165	37	345	137	271	0	55	13576	63	123	0	75	86	220	75	27926	12204	12	105	4700	59	107	0	26148	11	65	10860	2241	32549	8055	23846
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes_A|s__Alistipes_A_indistinctus	65	9482	1950	161987	53666	251	3449	0	1040	13341	29	1039	5106	3689	209	22	37	5839	4939	35	473	41	2230	1292	5623	22	8900	32159	76	85	521	116810	0	7717	10	647	69868	22259	5716	1104	24	5753	1474	39274	976	2680	55493	6313	11	39	901	10663	13	0	41035	3868	23382	300	396	3777	3856	389	3088	13	11549	11	4563	89	8202	9448	4372	34	1892	8630	568	1212	194	18	0	0	2747	12469	361	57	11418	0	4311	4516	35	2994	1813	1825	1682	36	0	20	69372	631	34	6852	24269	5017	19	14786	31049	2267	4606	19	46244	12044	330	0	4503	17711	12316	8073	15830	14993	2263	11	37876	0	93	289	12049	27	13948	28611
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes_A|s__Alistipes_A_sp900240235	7621	167	52876	16422	27844	272	105457	31	12013	310387	43	40027	273027	56412	1614	199	80	550	68	11169	132	28	8490	50	3824	14783	102034	61909	60	363	396	24131	56	110805	102	78907	32131	86002	154055	0	288	268	11766	0	1275	1450	100056	65964	192	321	104894	25887	2877	2675	532760	17995	0	0	640	117870	47863	15317	63727	121934	17670	7439	0	1576	0	78667	291	4572	98691	212967	10728	47404	462	1386	18511	41	86342	67670	55808	67124	48281	191	17129	95209	15496	52807	0	22589	7473	11481	4419	35834	157012	75959	12312	400488	44674	1420	81	965	874	21208	145681	324	302	16046	110939	24	26068	24212	0	503	47594	23128	88	0	82908	0	1395	18064	37255	17171	48657	269
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes_A|s__Alistipes_A_sp900539755	12758	0	51887	149	0	120	83	0	0	98	16	98456	100	0	0	86	0	119	0	0	0	0	0	0	117	261	65	314	0	0	0	0	0	42	12	34022	0	14258	41	0	0	13	0	0	124	273	0	23	0	0	84	14	0	0	0	53	0	0	0	50	0	0	0	25899	40	0	16	0	0	32	113	7377	209	329	0	0	0	8401	0	0	0	0	6548	169907	11	0	31	17	0	0	0	50	48	0	0	30	235	16222	0	0	0	11	0	0	268	0	0	0	0	0	0	0	14	6607	0	0	158	53	0	13	0	36	0	4567	36	62879	138	27
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes_A|s__Alistipes_A_sp900545315	199	0	627	58	2734	0	0	0	0	0	18	1026	147	81	0	0	0	0	0	0	0	0	0	0	0	0	0	585	0	0	0	0	0	0	0	444	0	66	0	0	0	0	0	0	0	27	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	463	0	15	63	0	0	0	0	70	12	2771	0	0	0	103	175	0	0	16	845	1530	0	14	0	0	0	0	0	0	27	0	0	0	83	201	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	143	0	0	52	0	15	0	0	0	0	91	0	824	241	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes_A|s__Alistipes_A_sp900546005	285	21	0	268	32	0	0	35	0	10	0	34	1087	459	0	0	0	10	0	0	0	0	0	0	12	0	12	78	0	11	0	13	0	0	0	0	13	0	0	23	11	0	0	0	0	27	598	32	0	0	60	40	0	0	21	0	0	0	0	0	0	11	0	0	27	89	61	0	0	0	0	0	164	23	0	0	0	49	0	0	0	0	210	29	40	53	0	15	0	0	0	0	336	0	0	13	830	19	0	13	0	0	0	0	12	0	21	0	0	0	12	0	0	0	0	0	0	0	0	0	39	12	0	243	0	1543	83	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes_A|s__Alistipes_A_sp900549685	157	1544	190	1647	652	563	55	114	401	1135	47	282	466	455	26	41	425	95	96	0	40	103	718	341	34	27	72	903	20	149	107	333	10	40	0	636	445	2692	624	0	10	27	55	111	20	1598	2009	567	151	203	151	243	0	23	91	493	158	438	96	894	1189	411	138	19	309	16	127	14	43	51	661	138	10	0	23	232	13	2797	53	170	2689	717	278	329	128	142	565	2094	111	5497	1914	210	112	744	53	499	482	121	22	13	162	278	0	141	106	1980	66	536	20	585	317	35	486	688	136	1109	792	44	932	12	161	16	0	164	112	1051	347	134
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes_A|s__MGYG000003254	0	0	0	0	45	0	0	0	31	0	0	0	0	50	0	0	0	0	35	0	0	0	0	0	0	17	0	0	0	0	0	21	0	0	51	40	0	0	0	0	46	0	0	0	0	18	24	20	0	0	528	19	0	0	0	0	0	23	0	0	0	0	0	10	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	19	0	0	196	0	12	0	0	10	0	0	0	0	0	0	35	12	0	0	0	374	0	0	0	19	0	0	0	11	0	0	0	14	116	0	0	17	0	0	0	29	0	18	0	0	39	34	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes_A|s__MGYG000004197	77	17	15	27	0	0	0	0	0	0	0	42	89	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0	0	0	13	0	0	0	23	0	161	0	0	0	0	92	0	0	21	0	426	263	0	0	0	0	0	45	18	0	12	0	62	0	0	25	11	0	0	0	0	0	0	262	0	0	0	34	0	0	55	0	0	0	108	253	94	0	0	0	648	0	0	78	0	0	0	0	0	38	0	0	0	0	11	0	38	11	0	11	0	18	67	74	0	0	0	0	0	28	0	257	122	50	0	0	82	33	53443	0	21
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_communis	9598	122	13392	5396	18124	117	196	49	445	3803	0	14425	43920	947	128	128	114	200	1109	11	0	16	39213	52	863	697	2957	72351	110	10613	224	81	218	1027	43	11463	69	148217	775	81	32	51	6952	17096	765	75587	1764	12741	346	0	25214	3290	0	21	5485	12901	16	7251	23	9274	15530	39551	98	35	16925	1029	18	412	11	2331	63466	2313	273	21	628	2891	25	17566	581	80	102089	149444	29365	30495	1669	33	1048	46627	11887	12564	367	38871	934	711	0	175	55750	8140	15	28	29006	111	15	783	1227	1479	143	61353	274	55138	191	477	78	105	0	322	9284	123	33185	102	24473	30	151	628	86	45615	15157	18
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_dispar	166	49952	130	73	1058	4450	12	45	200	374	42	456	293	73	75	0	2811	368	184	0	20	0	419	102	63258	139	760	240	0	24	22	103	0	158	0	94	593	273	132	0	26	0	202	26	0	139	11	684	0	0	193	32	0	0	268	160	11	113	0	279	87	134	267	192	62	49	0	15	91	540	1824	31	0	0	159	15	0	262	80	508	287	347	153	105	91	0	17367	878	0	58	226	142	29	91	0	0	414	405	0	119	39	26	0	3785	10	354	0	0	68	133	246	381	82	4949	0	31	564	16809	112	0	1034	0	0	93	0	327	213	1904
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_finegoldii	6983	67800	1043	2596	21484	402841	39805	74	2367	4326	60	4146	6925	7318	1841	32	264386	24022	5176	360	37671	495	678	261	3220	88310	61784	2255	521	1221	545	165135	115	1751	677	5831	39748	27810	14843	95	510	26	16662	1167	882	44964	134091	5815	192	23	21568	884	15	0	37109	32411	2492	4036	2971	4765	2070	25368	1270	28741	2273	40331	77	1668	608	39448	12237	3886	7107	932	1468	81845	39	42208	591	698	25807	3198	1334	897	1796	0	82	54813	690	92256	542	2652	1894	209	0	35	19373	6041	39	13539	20085	429	1159	32982	37500	110441	70	150	1947	4678	6188	919	140859	3024	2017	67226	8250	262	731	15	6620	349	196	2347	492	1372	3235	17337
