	ERR2726405	ERR2726406	ERR2726407	ERR2726408	ERR2726409	ERR2726410	ERR2726415	ERR2726419	ERR2726420	ERR2726421	ERR2726422	ERR2726423	ERR2726427	ERR2726428	ERR2726432	ERR2726433	ERR2726434	ERR2726435	ERR2726436	ERR2726437	ERR2726443	ERR2726444	ERR2726446	ERR2726448	ERR2726453	ERR2726463	ERR2726476	ERR2726480	ERR2726484	ERR2726488	ERR2726489	ERR2726494	ERR2726501	ERR2726503	ERR2726507	ERR2726513	ERR2726522	ERR2726527
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__Senegalimassilia|s__Senegalimassilia_faecalis	0	542	0	0	0	0	2736	0	3073	0	0	0	0	0	3577	3691	0	0	0	9925	0	0	0	0	0	0	0	0	0	0	0	3953	0	0	3764	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__Senegalimassilia|s__Senegalimassilia_sp900550055	399	82	279	304	30	0	353	196	79	40	37	96	483	74	1189	83	0	43	176	204	0	730	56	686	75	0	420	361	306	110	108	390	828	60	938	54	394	344
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__Slackia_A|s__MGYG000004264	42	0	25	0	48	0	0	74	0	0	19	0	142	0	14	15	61	0	101	39	0	0	0	0	0	47	12	26	66	122	206	0	0	16	0	143	52	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__Slackia_A|s__Slackia_A_isoflavoniconvertens	77	5180	0	112	0	0	1734	181	1793	38	41	31192	10	16	13491	8956	39	16552	0	3293	0	9196	68	37173	1769	33	15668	229	480	0	29	2299	20005	53	5715	0	146	15780
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__Slackia_A|s__Slackia_A_piriformis	0	0	76	0	0	0	0	60	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__Slackia_A|s__Slackia_A_sp900553655	0	0	97	0	0	0	80	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__Slackia_A|s__Slackia_A_sp900553775	244	25	57314	70	31	83	11	82	0	75	33	21	337	34	45	32	27	12	77	14	0	80	0	613	91	36	114	70	315	39	128	37	0	36	21	32	53	71
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__Slackia_A|s__Slackia_A_sp900555495	369	421	929	2410	192	0	440	2076	0	670	66	0	1584	0	1096	0	60	1224	2208	54	53	1027	823	0	0	309	0	1848	468	199	0	0	0	0	0	0	917	2482
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__Slackia|s__Slackia_exigua	0	0	18	17	0	0	147	20	0	51	0	12	0	0	20	29	0	0	0	101	0	0	0	0	0	32	19	34	15	0	309	63	23	0	64	45	0	37
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__UMGS1293|s__MGYG000004592	0	0	0	0	0	0	133	0	0	0	0	1951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__UMGS1293|s__UMGS1293_sp900550385	0	0	0	209	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	48	0	12	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__UMGS1293|s__UMGS1293_sp900754495	0	0	0	0	0	0	0	12	0	0	0	4180	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__UMGS1502|s__MGYG000000577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	31	0	271	0	0	12
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__UMGS1502|s__UMGS1502_sp900552365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	13	0	0	0	0	685	0	0	2144	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__UMGS1519|s__UMGS1519_sp900552585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__ZJ304|s__MGYG000004635	327	0	0	0	0	0	0	0	96	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__QAMH01|g__CACZQA01|s__CACZQA01_sp900758075	0	0	0	635	39	31	0	60	31	87	0	0	0	0	0	81	48	0	27	0	0	0	0	0	13214	0	45	0	0	0	0	0	0	19	0	110	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__QAMH01|g__CACZQA01|s__CACZQA01_sp902783175	0	0	0	10	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	594	0	0	16	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__QAMH01|g__QAMH01|s__MGYG000002686	356	0	0	10	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	15	0	0	0	12	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__QAMH01|g__QAMH01|s__MGYG000004247	12677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221	0	0	0	0	0	0	0	0	0	0	44
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__QAMH01|g__QAMH01|s__QAMH01_sp003149935	13874	0	0	0	0	0	0	0	46	0	16	0	0	0	31	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__QAMH01|g__QAMH01|s__QAMH01_sp900544245	158	237	0	370	0	0	95	0	188	1101	0	0	0	0	0	0	17	306	0	13024	0	0	0	0	25	0	1230	0	1835	0	684	0	0	0	331	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__QAMH01|g__QAMH01|s__QAMH01_sp900556425	1696	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	10	0	0	0	13	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__UMGS124|g__UMGS124|s__MGYG000000585	0	806	0	36	0	0	12	12	0	0	35	18	0	0	19	10	0	16	13	0	0	0	14	0	1750	0	0	0	31	0	0	0	0	0	1241	12	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__UMGS124|g__UMGS124|s__MGYG000000613	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	380	0	0	0	0	0	0	0	0	0	223	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__UMGS124|g__UMGS124|s__UMGS124_sp900539345	0	442	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1249	0	0	0	0	0	0	0	0	0	744	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__43-108|s__43-108_sp001915545	14	108	0	0	0	0	16	0	0	32	15	300	38353	0	0	403	0	99	0	36	0	0	0	0	125	0	169	11823	38	33	0	0	0	49	0	0	0	113
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Alloprevotella|s__Alloprevotella_tannerae	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0	0	47	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_acidifaciens	510	1122	3431	607	7621	12436	2399	2142	2473	12657	1951	3186	10046	4511	1107	611	594	4565	773	353	2182	1265	371	2138	979	12783	302	831	5966	1865	13524	154	2044	843	784	730	1624	1096
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_bouchesdurhonensis	39	3213	131	212	53	529	7096	161	7361	92	360	25	1718	611	580	6510	2324	5756	2339	515	221	3164	7606	0	788	1876	57	401	861	356	0	237	653	364	1407	222	0	1040
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_caccae	2297	9733	6268	49491	151153	3540	57572	993	39564	35250	1457	1831	89746	596	106304	1880	919	82603	30392	13073	731	9933	23864	161344	30449	1060	35049	46217	1449	29845	107026	2544	16030	60177	907	3704	44113	29757
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_cellulosilyticus	4766	1057	169	17044	5200	362	7895	6328	410122	42347	24306	5539	140005	143	262	859367	2591	98523	134262	122705	5222	109586	15815	222110	1230	449	249	12033	835	798	273	144	145	64910	977	643	35075	10280
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_clarus	123	520	61	19709	3324	542	0	30432	854	136665	1569	116	8972	229	269	7893	136	124	167	455	530	266	116	27	395	2628	446	26	371	240	196	0	108	55425	199	123	346	26
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_congonensis	637	242	2081	1630	7691	1494	1582	363	641	1386	14940	832	2052	1150	637	533	4486	1591	1325	238	3660	1616	298	558	322	4864	512	522	904	994	237	34	274	618	60	286	773	439
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_cutis	0	143	161	39697	327	7153	0	85	85	55	446	62	627	0	0	101	71	34	14	0	48	147	20	302	84	474	341	10	684	469	0	0	19	200	10	616	14	68
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_eggerthii	207	14782	845	130	3704	1541143	2434	7795	8187	7073	1360268	10714	11050	20	18510	13351	285	697	104	83	219822	83782	217	546	431	155	9781	461	398985	20806	362	31	7688	161659	17630	476033	1456	639
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_faecis	166	577	1802	68167	949	21322	8078	672	375	170262	9428	1090	3511	6191	1253	789	5077	3336	62331	501	3207	8040	1028	3109	258	1442	4700	104287	392	6456	89	35	501	2713	17	3397	957	305
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_finegoldii	566	2243	537142	2308	199166	15040	50905	2009	71715	2661	30173	1164	13044	19229	4555	1864	912	3598	147301	18318	806	5701	2025	54601	292	11058	1503	76524	2975	68135	24636	353	42333	5333	175	900	609	983
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fluxus	449	39320	361	1112	11305	2278	132	1491	668	14616	2061	37390	4821	11786	127	9621	916	940	7484	39	15298	322	23	1414	153	42188	975	895	714	638	23	68	263	581	312	5313	233	301
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fragilis	28975	838	7856	745	2150	4378	1118	621	39403	511	272	5299	680	170552	962	520	2217	301	85398	9790	22160	824	21	686598	17321	113355	5609	3205	142	154	394	0	19263	510	156	96316	30939	13485
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fragilis_A	599	79	821	1018	1328	564	1556	60	1716	460	475	204	9740	6454	97	422	10	262	1554	430	730	212	74	13737	726	2764	660	205	206	267	0	0	436	26861	21	2823	39608	489
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_gallinarum	65	1341	605	757	2763	3210	129	604	182	1645	909	773	330	0	294	338	2057	431	520	39	1284	563	123	0	157	2511	166	65	142	4129	0	28	557	817	181	403	183	1135
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_graminisolvens	0	14	0	0	0	0	51	0	0	0	0	0	0	121	0	0	0	0	10	0	0	89	0	185	0	0	0	0	0	0	0	0	0	0	0	0	21	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_intestinalis	238	343	1042	132	57	321	39	32	2423	13425	1477	10631	1457	1401	118	569	121	1396	634	36222	175604	1586	189	850	138	463	22	145	209	63608	31	36	14	323	3655	26	146	510
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_massiliensis_A	74	140843	0	238	36	147	10	0	27	135	80	1706	203	0	0	201	136	51	0	20	0	1341	12	168	349	68	29547	10	910	98	0	22	42	236	0	27	47	49
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_ndongoniae	18	54214	0	21	0	0	10	0	0	247	102	5743	0	0	18	275223	0	147	0	0	0	309	0	0	70	0	87	0	0	20	0	11	13	0	0	232	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_neonati	59	40	0	55	13	0	54	40	40	0	45	0	176	0	0	56	93	0	0	27	0	0	15	27	0	67	67	0	22	0	0	0	47	12	0	0	39	68
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_nordii	22	1221	329	96	108	44	204	63	3134	58	1211	463	592	111	2292	164	1944	843	629	54	9246	4784	571	1351	149	5666	84	615	46671	475	355	5739	72	243	44	34	8502	737
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_oleiciplenus	196	55	2961	324	1354	3165	50	48	1658	265	7759	1434	1552	4373	321	601	584	1051	863	947	3873	1276	25	52	676	512	156	402	796	1549	1837	14	371	417	72	280	186	433
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_ovatus	4589	6842	26468	5991	123522	56374	28445	14269	3451	53	43708	1415	102993	129585	35344	1335	3374	9443	4390	3372	2311	45722	18929	24517	1895	102399	113832	5064	11001	7501	21089	114	1659	4048	522	150851	8567	22001
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_pyogenes	32	0	0	48	156	0	20	32	0	0	21	29	292	0	300	35	120	90	0	20	12	24	24	138	24	0	30	0	0	166	185	0	26	0	0	10	12	77
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_salyersiae	22	20780	311	370	280	7128	18690	381	547	183	109514	305	69	46	244	123	101700	190	158210	192	131954	1023	42	71	1253	168	73	20	392	125621	789	14	598	85063	276	30	123	110
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp002491635	872	3503	8726	8497	43287	11437	1215	1522	1780	18899	19958	7098	16951	200	2368	1590	33733	11348	7561	500	22023	5157	864	52	2844	34985	2065	1770	5484	15349	879	142	807	10551	726	3623	5255	19243
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp003545565	0	1011	85	106	961	19205	48	0	186	747	19365	143	31	26	127	967	245	204	80	494	1880	641	0	5650	291	400	60	0	5138	1298	6881	0	209	2646	143	257	191	391
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp014385165	1458	374	1613	740	203	51	271	259	3472	687	142	163	170	73	418	1802	999	550	1263	327	1212	2666	207	994	468	206	396	560	506	220	190	30	796	452	357	30	165	206
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp900547205	0	0	0	0	0	0	170	0	0	0	55	0	0	91	0	13	36	88	0	0	0	0	11	0	0	16	0	0	0	14	0	0	0	21	0	0	0	69
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp900553815	36	80	0	53	0	133	0	0	0	94	74	282	81	0	0	21	65	0	112	0	127	706	0	0	29	64	15	0	0	139	0	0	0	0	0	0	64	93
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp900555635	22	435	47	375	1146	3274	15	23	404	553	1176	57	599	19	59	188	258	37	130	28	523	158	35	0	72	1008	61	0	171	294	0	0	13	895	0	250	30	1703
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp900556215	620	77	54	671	365	631	184	186	9537	1785	1534	540	457	106	55	3932	521	5231	3085	2350	5673	4463	591	945	62	92	76	506	303	4079	12	39	69	1842	112	54	725	1656
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp900761785	189	1400	5584	1647	2525	7516	4363	2428	2021	355	13906	2486	11023	547	2862	995	7097	9911	2136	2913	8182	1426	432	4280	444	8483	1089	507	2131	8419	21291	59	681	6028	41	5332	1359	1767
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp900765785	252	3803	8400	3344	2743	2398	6580	922	2761	941	14013	4323	2253	13749	1313	1351	3700	8125	2199	2007	3912	5420	2115	4998	1555	3195	1699	1402	1874	2437	589	105	763	6050	42	6494	1870	2965
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp900766005	0	0	48	25	19	0	0	0	0	0	71	0	10	0	552	0	0	0	31	0	0	1016	0	0	0	0	0	14	0	37	0	0	14	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp900766195	0	15	469	0	0	0	0	0	0	0	511	0	0	0	0	0	0	0	0	0	0	0	412	0	0	0	0	20	12	0	0	0	0	0	0	0	30	389
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp902362375	433	980	4562	500	12211	12974	5484	1268	787	828	6414	173	11013	29170	4435	270	651	119419	621	2200	578	5213	1682	5163	980	12735	1459	2176	214407	1287	1964	58	326	1291	96	387	1271	1985
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp902388495	0	57	15	136	226	115	0	0	16	107	530	12	82	121	0	629	37	156	66	96	0	44	22	201	0	254	27	0	180	12	0	0	0	215	0	51	470	308
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_stercorirosoris	1036	245	6327	774	112	108	84	191	5084	537	2339	374	2514	214	322	506	857	2806	1142	651	1385	469	290	291	165	465	235	700	366	2743	132	16	51	530	25	164	472	2484
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_stercoris	726	24709	1285	1723	8839	2960	404	407889	51426	1909	34414	51072	425140	340	11546	403	8345	3323	1986	2665	582	15459	17775	1377	19218	7592	866	385	795	3411	940	1253	18097	17189	12858	20950	801	453
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron	158	23425	56217	1310	331	734	102621	30890	10135	942	217443	47318	17238	994	32396	17760	47083	117294	9608	11122	96122	16848	3130	85179	3447	20344	23086	4724	323	18175	236	2378	12268	89909	232	254672	44773	3804
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_togonis	24	1208	113	156	101	271	89	95	30	126	0	251061	27	37	0	783	178	60	30	10	78	2493	68	0	115	12	240	26	223	0	0	226	143	0	0	154	511	1405
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_uniformis	112760	265561	446729	511507	2086391	2347329	150254	266093	228888	1084850	948971	494149	905524	3046	203829	334063	1485584	778551	529838	79918	1124833	401026	79882	91767	193474	1700577	237304	113903	371160	883654	4270	25312	108532	661501	124197	394104	470075	948561
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_xylanisolvens	7999	38054	221521	1204	27053	425274	117028	4360	29227	524	51340	2941	19878	49483	26156	10579	25565	71562	16100	6006	15809	16382	6367	181714	1215	106344	4976	30224	7189	24682	4382	1398	3194	31057	790	639	15649	14408
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__MGYG000001780	279	33	16	220	70	2057	1282	68	3047	638	345	308	1047	262	305	2582	143	200	991	1885	3587	4316	246	816	206	18	474	242	3996	2357	3204	76	90	160	129	0	90	60
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__MGYG000001807	28	2366	333	391	2508	126	12	193	79	286	702	311	350	0	67	6853	1138	491	599	14	591	258	50	0	76	1856	64	44	190	362	0	18	29	703	59	223	578	1045
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__MGYG000001977	538	1263	6191	4217	22215	6971	474	611	2610	2815	7801	4181	3836	558	1154	2559	12345	5818	3524	759	10567	1771	286	636	681	3891	1532	1560	3150	3416	293	214	834	2063	383	1202	1825	2817
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__MGYG000002585	54	175	635	82	277	567	857	32	37	268	175	55	352	27	121	74	350	243	100	17	151	36	27	2441	37	458	60	76	47	80	67	13	0	162	0	51	145	115
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__MGYG000002717	884	7233	804	638	3013	5684	1093	1963	383	770	2026	504	11198	9556	1080	467	680	1387	580	1091	2893	2097	1046	465	585	2644	1175	186	2857	3478	2404	87	134	1755	145	3029	1106	2494
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__MGYG000004003	2232	38056	68320	19703	65560	64555	44510	5527	67646	9139	7729	16110	23002	333516	10736	1668	1278	12780	22002	17387	1289	41361	14110	163714	6197	66041	44369	1808	18571	2324	17116	397	4459	722	972	52741	2322	4749
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__MGYG000004188	186	2054	0	187	0	541	0	330	57	872	266	8432	307	0	17	235	377	71	392	16	243	1195	0	39	213	482	1747	42	0	630	0	11	82	0	0	0	154	24
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__MGYG000004748	12	218	1154	219	145	138	86	12	107	182	1745	88	39	18	376	198	241	109	23	195	1222	120	283	311	308	178	717	53	231	381	0	29	53	122	57	163	32	27
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__MGYG000004876	33	77	151	32	21	320	27	62	217	18	121	35	42	98	26	77	0	164	72	72	235	46	60	19	52	1183	0	20	104	104	30	0	0	226	0	0	84	804
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__CAG-462|s__CAG-462_sp003489705	0	0	0	122604	0	0	56	0	49	35	0	4702	194	1722	106	24	472	0	0	0	0	51	0	0	96	0	0	0	0	0	0	0	161	0	0	0	120	29
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__CAG-462|s__CAG-462_sp900291465	50	183	0	727	105	14	133	0	13	15	11	117	44	0	83	307	0	115	108	53	527	75	40	25	82617	23	27	14	0	0	50	12	0	166	18	312	33	1303
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__CAG-462|s__CAG-462_sp900765575	0	144	16	0	80	0	0	0	0	12	0	12	15	0	0	0	68	55	89	0	48	13	11019	55	16	76	0	0	0	0	0	0	0	17	0	12	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__CAG-462|s__MGYG000002209	124	0	1476	107	353	181	107	121	188	67	132	868	490	224	310	138	744	72	383	133	996	516	31	206	17	252	21	91	124	98	16	0	57	63	0	35	15	221
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__CAG-617|s__CAG-617_sp000431275	0	0	0	124	0	0	23	0	0	0	0	164	0	0	0	0	35	0	40	0	387	0	0	0	0	0	0	106	0	0	489	0	152	0	0	12	0	28
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__CAG-617|s__CAG-617_sp000438115	805	135	0	33	0	48	41	0	25	284	0	32	35	0	0	63	17	0	161	122	0	26	0	0	0	0	108	450	33	474	0	0	0	0	0	0	595	0
