	SRR6468500	SRR6468503	SRR6468508	SRR6468509	SRR6468512	SRR6468522	SRR6468523	SRR6468524	SRR6468528	SRR6468532	SRR6468538	SRR6468540	SRR6468543	SRR6468544	SRR6468545	SRR6468549	SRR6468550	SRR6468553	SRR6468562	SRR6468564	SRR6468567	SRR6468589	SRR6468597	SRR6468598	SRR6468600	SRR6468604	SRR6468605	SRR6468611	SRR6468613	SRR6468614	SRR6468617	SRR6468621	SRR6468622	SRR6468624	SRR6468626	SRR6468627	SRR6468628	SRR6468630	SRR6468631	SRR6468632	SRR6468633	SRR6468635	SRR6468636	SRR6468639	SRR6468643	SRR6468644	SRR6468647	SRR6468649	SRR6468654	SRR6468656	SRR6468657	SRR6468658	SRR6468660	SRR6468663	SRR6468664	SRR6468668	SRR6468673	SRR6468674	SRR6468678	SRR6468679	SRR6468680	SRR6468681	SRR6468684	SRR6468686	SRR6468687	SRR6468688	SRR6468689	SRR6468690	SRR6468693	SRR6468697	SRR6468698	SRR6468699	SRR6468704	SRR6468706	SRR6468709	SRR6468715	SRR6468716	SRR6468718
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_sp902363125	0	0	0	0	0	16	0	0	56	0	0	0	0	0	0	0	13	0	0	0	62	0	0	0	0	0	0	0	0	51	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	75	58	0	0	33	0	0	0	0	0	0	0	0	40	0	0	0	48	0	0	0	0	14	0	0	16	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_sp902364645	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	46	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_sp902388345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	46	0	28	155	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_stercoris	0	7866	0	161	0	0	0	19	0	0	0	0	0	0	0	0	0	3926	0	0	0	0	105	0	0	16	0	11	0	0	0	0	0	0	0	29	0	472	0	0	0	2709	13047	255	0	0	0	0	0	0	0	123	61	0	0	0	0	0	0	76	0	0	0	0	0	0	16	23	0	0	0	0	0	180	0	0	29	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_tanakaei	0	17	0	3240	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	33	0	0	0	346163	21	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_vaginalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__MGYG000000210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__MGYG000000396	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	10	0	0	0	47	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__MGYG000000397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	11	0	17	71	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	13	0	0	0	31	0	10	0	0	0	0	0	0	13	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__MGYG000000579	70	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	13	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	48	471	0	0	0	0	0	0	0	0	0	83	0	0	43	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__MGYG000000593	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__MGYG000000594	0	0	0	0	0	272	0	15	48	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	16	0	0	0	24	25	0	0	0	0	28	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	13	0	0	0	0	0	12	0	0	14	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__MGYG000000598	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__MGYG000000599	0	0	0	0	0	28	22	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	47	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__MGYG000000641	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	11	0	0	0	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__MGYG000000645	0	537	0	0	0	0	0	0	0	0	0	0	1278	0	0	0	300	1605	0	0	0	0	0	0	954	0	0	0	0	3226	369	0	0	0	0	0	0	0	2106	0	0	0	0	0	0	0	0	0	0	0	244	0	221	0	0	0	0	0	0	0	0	814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__MGYG000000660	0	0	0	0	296	0	0	0	0	1600	0	0	12918	649	0	0	3581	0	0	0	0	0	0	0	20947	1556	0	2606	0	0	0	0	0	0	0	0	0	0	39264	0	0	1949	8907	0	0	0	0	0	0	0	0	6665	0	0	0	0	0	0	0	4192	0	0	0	0	0	0	0	0	2880	422	0	0	0	0	0	0	5438	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__MGYG000000684	0	0	0	0	0	0	109	14	0	0	0	0	56	0	31	0	11	72	0	0	0	0	0	36	36	37	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	13	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__MGYG000000688	6038	2528	0	0	1507	0	25666	0	1897	0	2400	0	3808	534	1966	269	0	0	0	0	0	0	0	0	211490	33739	16935	10187	0	3816	3006	0	0	0	0	0	0	0	0	0	0	498	3782	0	0	8909	13471	0	0	2113	4334	3601	0	0	0	0	2052	4804	0	729	0	0	0	3720	315	1298	455	0	0	0	0	496	0	0	3430	209	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__MGYG000000693	0	2423	0	1908	0	0	0	0	0	0	0	0	3824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13555	0	0	0	0	0	0	0	0	0	0	0	4032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1498	4729	0	0	0	0	0	0	0	0	0	1103	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__MGYG000000694	0	38	0	0	21	0	174	0	0	0	11	0	24	0	39	0	507	0	0	0	0	0	0	0	31	0	0	0	12	40	0	0	0	0	0	0	0	0	69	0	0	0	22	0	0	0	54	0	0	20	0	15	0	0	0	0	14	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__MGYG000000702	0	0	0	0	0	0	35	0	21	0	0	0	15	0	0	0	13	0	0	0	25	0	0	0	141	23	10	16	0	35	12	0	16	0	0	0	30	0	0	0	0	0	58	0	0	0	23	0	24	18	0	19	0	378	85	0	0	69	12	0	0	40	0	0	0	0	0	0	11	0	0	0	0	19	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__MGYG000000716	5027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74287	800	0	0	978	0	0	0	18353	0	0	7281	0	3640	0	0	704	0	0	0	0	488	3353	0	0	0	0	0	0	807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__MGYG000000731	20	0	0	0	0	0	0	0	15	0	0	0	0	13	11	0	26	0	0	0	0	0	0	0	112	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	36	0	0	0	0	0	0	0	22	18	0	0	0	0	10	0	0	0	0	14	0	0	16	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__MGYG000000737	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__MGYG000000795	35	0	0	0	0	676	47	27	23	18	0	0	0	11	0	32	17	0	0	86	10	0	0	0	22	0	73	21	28	112	14	0	12	23	33	83	38	12	12	0	11	77	52	16	0	12	12	0	0	0	11	26	0	0	0	17	0	0	53	23	20	43	11	28	10	26	42	13	13	39	0	20	0	15	0	14	34	18
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__MGYG000000862	0	0	0	0	0	100	0	0	12	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	17	0	0	0	0	0	0	0	37	0	0	0	0	0	0	14	17	0	19	0	0	0	12	0	10	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__MGYG000000934	126	69	47	13	1188	220	45	50	79	57	65	0	63	83	65	31	4029	20	0	42	59	0	91	28	94	46	13	547	15	45	68	16	0	0	37	495	67	11	11	12	10	72	415	102	112	134	79	14	0	293	144	43	393	12	0	62	82	60	35	113	39	17	20	27	84	133	10	0	25	23	0	341	11	86	24	12	0	42
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__MGYG000001009	0	0	0	0	0	0	0	0	17	0	0	0	10	0	0	0	13	0	0	0	0	0	0	0	260	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__MGYG000001061	20	29	20	45	0	0	11	13	18	56	0	100	63	0	14	0	32	0	0	0	31	0	0	0	0	0	0	66	0	22	11	42	0	0	0	0	34	73	47	0	0	103	11	0	0	64	10	0	0	103	0	98	0	0	0	234	11	0	66	19	111	0	0	101	0	12	0	0	168	162	11	11	22	0	0	28	14	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__MGYG000001114	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__MGYG000001137	0	0	0	0	0	0	0	16	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__MGYG000001142	14	0	0	15	51	0	0	0	0	23	0	0	0	0	0	0	0	0	0	244	0	0	147	0	101	0	76	16	0	0	10	72	12	744	43	40	0	11	48	478	0	0	15	16	0	33	0	0	0	699	0	0	0	0	0	182	0	32	15	683	0	0	38	74	0	0	285	1007	0	452	37	20	0	35	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__MGYG000001150	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	15	0	0	12	0	0	57	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__MGYG000001196	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__MGYG000001221	22	0	0	0	0	33	0	0	0	0	0	0	24	16	0	0	13	0	0	0	0	0	0	0	0	11	0	18	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__MGYG000001567	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__MGYG000001568	0	0	0	0	0	0	0	0	0	0	0	0	50	0	11	0	0	0	0	0	0	0	0	0	125	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__MGYG000001573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__MGYG000001575	0	31	0	61	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	16	0	0	0	0	14	0	706	0	0	0	359	42	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__MGYG000001578	17	0	12	0	22	11	0	12	0	0	0	0	51	0	21	0	0	0	0	0	14	0	0	0	0	0	38	0	15	33	0	71	0	0	0	13	0	14	0	52	0	10	0	0	0	0	0	0	0	0	49	65	0	0	0	28	0	21	12	0	0	0	0	0	0	0	0	0	18	0	11	26	0	62	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__MGYG000001579	0	0	18	0	0	0	0	16	0	0	0	0	38	0	0	0	15	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	13	0	0	0	0	0	0	0	0	0	0	0	16	19	0	0	0	29	0	0	16	0	0	0	10	0	0	0	0	51	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__MGYG000001580	52670	53204	11291	11461	1243	0	4885	6476	8587	29097	7412	64507	53634	24248	0	0	8210	6535	0	0	23646	0	0	6794	0	2493	0	31152	0	8503	6210	1672	0	0	2901	63849	14889	12804	129623	70466	0	29935	21862	0	33210	36854	2037	3312	0	58318	0	146016	0	0	0	86906	19791	0	30140	24840	84046	0	0	26066	0	9113	0	0	96381	4274	3760	3647	13437	0	5145	9419	4288	3201
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__MGYG000001581	94	37	31	430	34	0	10	229	29	139	0	126	76	124	0	0	335	16	0	0	64	0	0	36	12	0	0	116	18	72	19	34	0	0	22	0	52	39	80	80	0	83	0	0	172	68	0	0	0	277	0	285	13	0	0	182	14	0	173	59	220	36	0	60	0	12	0	0	174	116	15	43	43	0	0	83	13	31
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__MGYG000001582	166	1534	30	37	41	0	488	26	66	245	19	1014	135	232	0	0	80	17	0	0	56	0	0	76	0	30	0	92	23	696	43	52	0	0	49	34	79	48	91	988	0	288	28	0	462	161	0	23	0	253	27	528	0	0	0	961	0	0	194	377	249	0	0	183	0	44	0	11	326	393	20	38	61	33	10	120	93	66
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__MGYG000001583	355	202	114	98	119	0	63	79	117	731	24	519	286	733	0	0	115	53	0	0	252	0	0	295	0	0	0	302	0	211	41	145	0	0	149	42	240	133	329	430	0	237	46	0	919	405	10	66	0	623	0	1407	0	0	0	3034	24	0	951	262	953	0	0	252	0	79	0	21	832	530	78	115	153	0	29	316	58	258
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__MGYG000001584	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	10	0	0	20	24	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__MGYG000001585	0	0	2008	0	0	0	0	0	0	0	0	0	3221	1454	0	0	0	0	0	0	4190	0	0	0	0	0	0	1029	0	0	0	0	0	0	0	0	0	0	37641	0	0	0	2821	0	0	0	0	0	0	0	0	0	0	0	0	0	2436	0	0	0	1349	0	0	0	0	0	0	0	5660	0	0	0	0	0	3683	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__MGYG000001586	0	21	0	0	0	0	0	0	0	0	0	0	79	0	0	0	78	0	0	0	0	0	0	0	35	16	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	24	12	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__MGYG000001587	0	54	0	0	0	0	0	0	467	0	0	0	0	233	0	0	0	179	0	0	12	0	0	0	0	0	0	0	0	37	356	0	0	0	0	0	0	0	33	0	0	0	0	0	0	22	177	0	0	13	0	0	0	0	0	12	0	50	0	0	0	0	122	0	0	87	0	0	25	0	0	0	0	442	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__MGYG000001588	11	20	0	0	13	0	0	0	0	23	0	0	10	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	20	12	0	0	0	11	18	182	11	0	11	15	0	0	0	0	19	25	11	0	0	0	0	0	57	0	102	140	0	0	0	0	0	21	32	60	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__MGYG000001642	0	59	12	0	12	0	0	28	67	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	21	0	29	13	15	0	0	0	0	267	0	0	0	11	0	0	0	24	0	0	251	525	0	0	83	0	31	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__MGYG000001679	3663	0	0	0	0	0	3309	0	2639	0	0	0	0	0	6077	0	29714	0	0	0	0	0	162	0	5602	0	3732	2860	4170	2778	4050	0	0	0	0	0	686	0	14410	3705	0	0	3041	0	0	0	2259	0	0	0	0	3081	0	0	0	0	1574	0	0	0	0	904	0	0	0	776	0	0	7545	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__MGYG000001717	0	0	0	0	0	0	0	38	0	0	0	0	89	0	0	0	19	0	0	0	0	0	0	0	1077	19	0	25	0	0	0	0	0	0	0	0	0	0	14	0	0	0	134	0	0	0	78	0	0	0	16	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	453	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__MGYG000001724	0	15	0	0	0	0	29	0	0	0	0	0	58	43	0	0	88	12	0	0	28	0	0	0	0	18	0	0	0	52	10	0	0	0	0	0	0	0	0	0	0	0	230	0	0	0	42	0	0	0	0	0	39	0	0	0	93	0	0	0	20	0	0	0	0	0	0	0	23	0	0	0	0	28	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__MGYG000001736	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	11	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__MGYG000001759	0	10	0	0	0	0	80	0	0	0	0	0	39	0	0	45	72	112	0	0	0	0	0	0	667	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	204	59	0	0	0	16	12	0	22	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__MGYG000001788	0	12	0	0	0	0	0	0	0	0	0	0	0	0	34	0	43	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	15	27	0	0	0	26	0	48	0	0	0	0	0	0	0	0	0	0	257	0	0	0	0	0	0	0	0	0
