	ERR9578157	ERR9578158	ERR9578159	ERR9578160	ERR9578164	ERR9578165	ERR9578166	ERR9578167	ERR9578168	ERR9578169	ERR9578170	ERR9578174	ERR9578175	ERR9578176	ERR9578177	ERR9578187	ERR9578188	ERR9578191	ERR9578192	ERR9578194	ERR9578195	ERR9578196	ERR9578197	ERR9578198	ERR9578200	ERR9578201	ERR9578203	ERR9578204	ERR9578205	ERR9578206	ERR9578207	ERR9578209	ERR9578211	ERR9578212	ERR9578213	ERR9578218	ERR9578219	ERR9578220	ERR9578221	ERR9578224	ERR9578225	ERR9578226	ERR9578227	ERR9578228	ERR9578231	ERR9578232	ERR9578234	ERR9578235	ERR9578236	ERR9578238	ERR9578242	ERR9578243	ERR9578244	ERR9578248	ERR9578250	ERR9578251	ERR9578253	ERR9578254	ERR9578257	ERR9578267	ERR9578268	ERR9578270	ERR9578285	ERR9578295	ERR9578301	ERR9578302	ERR9578303	ERR9578305
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__Borkfalkiaceae|g__UBA10281|s__UBA10281_sp900764105	470	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	438	0	0	0	0	0	0	0	0	0	7692	0	0	0	0	0	0	0	0	220	0	0	0	442	0	3124	0	0	13857	0	0	0	0	0	178	0	0	0	0	0	0	0	0	0	2071	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__Borkfalkiaceae|g__UBA10281|s__UBA10281_sp900767495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	33	0	0	13306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__Borkfalkiaceae|g__UBA10281|s__UBA10281_sp900767815	0	47	188	0	87	73	13	0	0	11	0	0	0	0	115	0	0	0	17	19	0	40	17	0	41	101	0	24	0	25	0	47	10	0	93	37	0	0	11	0	0	0	21	15	46	0	0	301	0	0	0	31	0	42	0	0	0	0	16	0	0	58	0	4744	0	0	13	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__Borkfalkiaceae|g__UBA10281|s__UBA10281_sp900767885	640	0	0	0	0	50	13	0	0	0	0	0	0	0	32	0	0	0	0	0	0	13	14	0	27	34	0	0	0	26	0	12	0	0	0	0	0	0	406	0	0	0	270	0	62	0	0	1041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__Borkfalkiaceae|g__UBA11475|s__UBA11475_sp003538975	0	31	0	0	32	39	0	0	0	0	0	21	0	0	27	0	0	0	0	1746	0	0	0	0	0	0	0	40	0	17	0	0	0	0	0	0	0	0	32	0	0	0	0	12	27	0	0	0	0	0	0	0	0	919	0	0	0	0	10	0	0	0	0	157	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__Borkfalkiaceae|g__UBA11940|s__MGYG000001852	0	0	1370	0	0	0	0	0	0	39	0	3397	0	1774	0	0	0	0	0	0	0	0	0	0	0	0	0	513	56	0	0	0	0	0	0	5258	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	6500	28	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__Borkfalkiaceae|g__UBA11940|s__UBA11940_sp900549005	0	0	0	0	0	0	0	0	0	0	0	0	0	17904	0	0	0	0	10	1998	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	32	0	0	0	0	0	0	0	0	62	0	41	0	0	0	0	0	0	0	0	0	218	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__Borkfalkiaceae|g__UBA1259|s__MGYG000001843	0	0	0	0	0	367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	341	0	0	2350	0	0	0	0	0	229	0	0	0	0	0	0	0	0	0	544	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__Borkfalkiaceae|g__UBA1259|s__MGYG000001863	0	0	0	0	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__Borkfalkiaceae|g__UBA1259|s__MGYG000004476	52	0	19	0	541	0	0	0	0	0	0	11	0	61	747	0	0	0	15	260	0	0	34	0	0	0	0	0	26	0	0	0	0	0	19	0	0	0	41	0	12	0	0	0	89	0	0	0	0	0	0	14	0	84	0	28	0	0	0	0	0	0	0	47	0	0	161	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__Borkfalkiaceae|g__UBA1259|s__UBA1259_sp003523255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	24526	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__Borkfalkiaceae|g__UBA1259|s__UBA1259_sp900760875	23	0	25	0	896	243	20	0	0	27	0	13	0	40	743	0	0	89	0	88	0	142	0	0	14	0	0	0	116	239	0	0	0	0	296	0	0	0	41	0	0	0	155	0	3469	0	0	17346	0	0	0	0	0	0	0	49	0	28	11	0	0	0	0	17	0	0	31	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__Borkfalkiaceae|g__UBA1259|s__UBA1259_sp900769565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	28	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__Borkfalkiaceae|g__UBA1259|s__UBA1259_sp900771345	0	0	0	0	1799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__Borkfalkiaceae|g__UBA4636|s__UBA4636_sp900764595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__Borkfalkiaceae|g__UBA4636|s__UBA4636_sp900770945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	2375	0	0	0	0	0	0	0	0	0	0	0	4356	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__Borkfalkiaceae|g__UBA4675|s__MGYG000001864	12	0	0	0	234	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	175	0	0	0	0	0	69	0	0	0	0	0	0	0	16	0	203	0	0	0	0	0	0	0	0	19	0	12	0	0	0	0	0	0	0	58	0	26	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__Borkfalkiaceae|g__UBA7597|s__UBA7597_sp003448195	29619	109	0	0	0	24	0	0	0	0	0	0	0	0	66	0	0	0	33	0	0	0	0	0	28	1192	0	0	12	2061	0	0	0	0	48	23	269	19	17958	0	21	0	0	0	195	0	0	0	0	0	0	0	0	320	0	0	0	0	0	0	0	53	0	129	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__Borkfalkiaceae|g__UBA7597|s__UBA7597_sp900542935	291	6724	17	0	0	2321	0	0	0	0	0	0	0	0	5895	0	0	11	0	0	16	31	0	0	1492	23	0	11	0	32	0	18	0	0	13	15	0	0	378	0	25	10	16	0	14544	0	0	0	0	0	0	0	0	13	0	17	0	0	118	0	0	0	0	21325	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__Borkfalkiaceae|g__UBA7597|s__UBA7597_sp900767195	68	423	0	0	13	40	0	0	0	0	0	0	0	0	276	0	0	0	33	21	0	0	0	0	24	0	0	0	0	13	0	25	0	0	73	26	0	0	180	0	0	0	0	0	628	0	0	14	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	565	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__Borkfalkiaceae|g__UMGS1004|s__MGYG000002790	0	0	0	0	0	0	0	0	0	18	0	0	0	0	13	0	0	0	0	33	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	269	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__Borkfalkiaceae|g__UMGS1004|s__MGYG000003737	0	0	20	0	22	0	0	0	0	21	0	0	0	38	0	0	0	0	0	508	0	0	0	0	31	0	0	16	44	0	0	0	0	0	0	0	0	0	0	0	26	21	0	0	315	0	0	74	0	0	0	0	0	292	0	0	0	0	12	13	0	0	0	94	16	20	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__Borkfalkiaceae|g__UMGS1004|s__UMGS1004_sp900547645	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	2176	420	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	316	0	0	0	0	0	0	0	0	0	11	30	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__Borkfalkiaceae|g__UMGS1004|s__UMGS1004_sp900548845	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__Borkfalkiaceae|g__UMGS1004|s__UMGS1004_sp900761685	5679	4218	558	387	26438	6907	1023	0	0	2234	96	80	0	974	3554	0	188	1981	246	61244	0	321	1456	1411	1596	4708	20	302	13748	2798	0	0	1416	1197	504	1004	109	103	762	204	2082	482	1491	218	29997	0	0	5982	508	0	1228	3665	0	18800	0	7109	0	273	1313	2132	0	0	0	4830	1150	493	568	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__Borkfalkiaceae|g__UMGS621|s__UMGS621_sp900543915	0	355	0	0	227	326	557	0	16	0	0	0	0	0	0	0	0	0	0	3182	0	0	1126	0	8922	0	0	0	0	0	0	0	0	0	0	0	0	0	5017	0	0	0	0	0	0	0	46	0	0	0	2337	1733	0	320	0	2036	0	0	788	0	0	0	0	736	0	743	1358	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__Borkfalkiaceae|g__UMGS775|s__MGYG000001272	0	0	0	0	0	0	0	0	82	0	0	0	0	0	208	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7898	0	0	0	99	0	0	0	0	0	0	0	0	644	0	0	0	0	856	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__Borkfalkiaceae|g__UMGS775|s__MGYG000001888	0	11	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	24	3187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	639	0	13	0	4180	0	0	0	0	0	0	0	0	20	0	0	0	0	55	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__Borkfalkiaceae|g__UMGS775|s__UMGS775_sp900545325	0	10	768	0	0	810	0	0	0	924	0	1147	0	0	78	0	0	216	0	308	0	0	1639	0	0	0	0	543	1618	0	13	0	0	796	0	0	12	0	3441	0	494	311	0	1218	2495	0	0	0	0	0	509	4006	0	690	0	0	0	0	3277	418	0	0	0	0	214	0	918	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__CAG-138|g__CAG-1024|s__CAG-1024_sp000432015	0	0	63	0	22	91	0	0	0	0	18	0	0	0	0	0	0	0	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	288657	0	558	0	0	625	0	0	0	0	0	888	0	0	0	0	24001	0	0	0	0	82	1710	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__CAG-138|g__MGYG000003945|s__MGYG000003945	0	0	0	0	335	0	0	0	0	0	0	0	0	0	0	0	0	0	3082	100	0	20	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4386	0	0	0	0	0	0	0	0	0	0	0	0	0	1476	0	0	0	0	14	11	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__CAG-138|g__PeH17|s__PeH17_sp000435055	192	29360	72820	16874	1894	10146	531	76	87	29637	0	86	23	44	18462	16	0	94	149247	287294	23	0	1413	12714	0	3322	0	1281	34933	14074	89	4872	45	22	118178	17161	94	83	4247	85	106512	14	216639	8480	1081	19	127	178460	3893	10	20	40296	14	37069	13	6598	768	0	3506	50767	0	17333	0	12969	286617	5452	51881	16
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__CAG-138|g__PeH17|s__PeH17_sp900542285	0	0	0	0	53	62	0	0	0	0	0	50	0	0	18	0	0	0	268	66	0	0	0	38	0	0	0	0	0	0	0	0	13	0	106	0	0	0	0	0	0	0	2777	0	25	0	0	199	0	0	0	19	0	283	0	36	0	0	66	0	0	0	0	189	294	0	95	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__CAG-138|g__Phil1|s__MGYG000002086	0	40	111	0	365	145	0	0	0	0	0	0	0	0	392	0	0	0	50	6124	0	0	0	22	109	0	0	0	723	65	0	0	0	0	864	130	0	0	0	0	208	0	19353	0	0	0	0	647	0	0	0	0	0	0	0	5077	0	29	308	0	0	0	103	84	386	247	238	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__CAG-138|g__Phil1|s__Phil1_sp001940855	200	14	111	29	2916	902	1308	32	23	137	0	12	82	13	89	36	0	46	36	23058	17	17	20	60	49	55	270	17	1157	179	0	192	168	167	442	151	13	41	68	39	349	192	129900	108	60	49	152	485	20	15	50	39	32	80	243	33647	34	17	2701	97	0	46	0	95	1723	39	81	43
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__CAG-138|g__Phil1|s__Phil1_sp004558525	0	0	22	0	24	72	0	0	39	20	0	19	0	0	22	10	0	0	224	158	0	0	0	0	76	104	0	0	42	20	0	0	0	0	68	18	0	0	22	0	0	0	6139	70	204	0	35	53	0	0	41	13	0	546	0	73	0	0	1005	0	0	12	0	24	100	12	11	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__CAG-138|g__RUG472|s__RUG472_sp900545265	0	34	0	0	30063	33303	49	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	2888	0	45	0	0	0	24	0	0	263	77	115	0	0	0	0	12	32	0	1071	0	166	0	0	108	0	0	0	0	175	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__CAG-138|g__SFDB01|s__SFDB01_sp004558825	15	28	47	53	98	172	20	0	68	108	14	56	0	105	127	0	40	0	55	63	88	10	71	54	114	75	10	26	147	99	0	36	14	0	152	75	0	0	106	80	107	95	817	77	307	0	10	157	52	0	28	33	0	70	0	289	29	0	148	179	0	64	10	321	171	100	11	11
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__CAG-138|g__SFEL01|s__SFEL01_sp004557245	365	570	479	44	7192	16181	495	14	45	234	38	731	37	244	11087	39	305	83	125	124123	41	1215	416	270	2407	2991	41	465	146	487	53	82	106	169	48915	126	111	28	1169	848	4487	80	64854	525	8884	44	282	66881	32	93	195	435	255	20464	295	2466	36	17	20572	336	18	389	0	7311	111901	20498	99	61
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__CAG-138|g__UBA1685|s__MGYG000003526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	16	0	0	18	0	0	0	0	0	545	0	0	0	0	0	0	0	0	0	0	30	13	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__CAG-138|g__UBA1685|s__MGYG000004034	0	14	10	0	0	34	0	0	21	0	0	20	0	13788	11	0	10	59	13	318	0	12	20	0	67	0	0	0	3285	317	0	0	0	0	0	14	0	0	30	0	1116	0	1197	0	3131	0	24	2515	0	12	0	18	0	3713	0	23	0	0	497	19	0	58	0	25	1420	1730	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__CAG-138|g__UBA1685|s__UBA1685_sp002320595	113	45	416	0	4228	8698	66	10	16	0	0	192	39	0	10529	0	10	484	37766	328	11	41	31	1071	4745	544	47	234	167595	141	340	0	0	285	60	73	0	40	96	18	67	0	2753	43	11516	13	19	71	187	10	372	2589	0	99792	0	175	19	0	7051	13	0	26	0	569	1993	20	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__CAG-138|g__UBA1685|s__UBA1685_sp900546845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	121	0	0	0	17	0	15	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	20	0	69	0	0	0	0	26	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__CAG-138|g__UBA5394|s__MGYG000002204	0	0	0	0	19	0	0	0	0	33	0	0	0	0	40	0	0	0	0	38	0	44	10	10	0	0	0	0	72	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	264	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	27	0	0	247	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__CAG-138|g__UBA5394|s__UBA5394_sp003150565	0	0	0	0	0	105	0	0	0	0	0	63	0	145	671	0	0	25	0	8816	0	0	0	31	153	0	0	0	9006	50	0	0	0	0	0	0	0	0	0	0	263	0	23	0	41855	12	0	90	0	0	0	0	0	330	0	0	0	0	167	11	0	0	0	16	15927	34	243	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__CAG-138|g__UBA5394|s__UBA5394_sp900542615	22	28	55	11	15	12	35	200	79	33	0	27	29	25	533	0	56	29	31	645	0	17	0	189	49	26	57	125	668	55	43	62	16	119	0	22	0	18	0	32	26	118	10	35	4113	539	31	69	21	23	56	95	17	73	0	18	69	0	15	12	30	40	14	0	1272	45	109	31
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__CAG-138|g__UBA7707|s__MGYG000003264	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__CAG-138|g__UMGS1241|s__UMGS1241_sp900540495	0	0	0	0	101	214	0	14	0	15	0	0	0	0	155	0	0	0	0	175	0	0	17	29	428	29	0	0	7367	11	0	54	0	0	643	37	0	0	188	0	75	0	438	13	137	11	0	984	0	0	0	26	0	30	0	0	0	0	262	21	0	0	0	0	1714	213	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__CAG-138|g__UMGS1241|s__UMGS1241_sp900549955	21	0	0	0	37	11	0	0	0	0	0	57	0	0	0	0	0	0	58	139	0	0	0	0	27	0	0	0	634	0	0	0	0	23	0	0	0	0	0	0	0	0	11	0	1290	0	0	0	0	35	0	13	0	11	0	0	0	0	0	0	64	0	0	24	84	0	33	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__CAG-138|g__UMGS1241|s__UMGS1241_sp900550525	0	0	0	21	61	0	0	0	20	0	0	0	0	23	0	0	56	0	10	132335	0	0	0	0	10	0	10	0	54	0	0	0	0	16	0	0	0	0	0	0	15	0	0	0	299	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	15	0	18	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__CAG-138|g__UMGS693|s__UMGS693_sp900544555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__CAG-138|g__UMGS946|s__UMGS946_sp900544965	0	0	0	42	10	40	0	0	16247	0	0	0	0	108928	1295	30	0	1843	0	190641	0	0	0	0	891	0	52	0	0	0	0	0	0	0	126	0	0	0	0	15	11	0	38	0	98	0	65	121	0	0	388	0	0	6871	0	36	0	0	0	0	0	0	0	10	228	65	53057	15
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__CAG-138|g__UMGS946|s__UMGS946_sp900547135	20	23	0	1075	26	0	82	0	1174	33	17	27	250	352	56	0	1009	316	73	1547	105	167	111	695	300	13	0	833	0	0	32	444	152	70	16	21	156	0	10	15	423	69	693	41	320	0	218	13	33	0	931	230	0	210	0	318	1192	0	20	39	0	186	0	0	325	40	134	571
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__CAG-314|g__CAG-1435|s__CAG-1435_sp000433775	0	0	0	462	0	0	0	0	37	0	0	0	0	0	18	0	0	45	0	2326722	0	0	0	0	11	0	0	16	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	32	0	0	0	0	0	0	411	0	0	0	36	3015	0	0	0	0	152	22	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__CAG-314|g__CAG-1435|s__CAG-1435_sp003537755	0	0	0	0	26	19	7596	0	0	0	0	0	0	0	21	0	0	0	0	7096	19	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	75	0	19	0	147648	0	10	0	0	17	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	324	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__CAG-314|g__CAG-1435|s__CAG-1435_sp900769665	0	0	0	0	38339	13	19	0	0	0	0	0	0	0	0	0	0	0	37	56	0	0	0	0	0	0	0	0	50	25	0	0	0	0	21	0	0	0	15	0	0	0	4200	0	84	0	0	20	0	0	0	0	0	26	0	0	0	0	3807	0	0	0	0	36	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__CAG-314|g__CAG-1435|s__MGYG000002188	0	0	0	0	0	168	0	0	0	0	0	0	0	133	14	0	0	0	94	0	0	10	0	0	0	0	0	0	352	0	0	11	0	0	0	0	0	0	63	0	0	0	15659	0	383	0	0	11	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	49	0	0	10	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__CAG-314|g__CAG-1435|s__MGYG000002879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6205	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__CAG-314|g__CAG-314|s__CAG-314_sp000437915	147	59	42	60	15728	42505	0	14	1489	47	0	28	53	51641	62202	23	10	6425	50	229485	75	0	0	0	15253	0	43	2083	116648	46	54	17	18	0	34415	0	0	51	80	38	3103	0	19	2649	860	22	66	39158	0	0	381	15	35	247184	0	0	16	12	23	0	0	0	0	48005	78705	32	36	11
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__CAG-314|g__CAG-314|s__CAG-314_sp900551395	0	0	0	0	0	51	0	0	0	0	0	0	0	30	19	0	0	11	0	45	0	0	0	0	15	0	0	0	70	0	0	0	0	0	14	0	17	0	0	0	0	0	0	0	29	0	0	31	0	0	0	0	0	123	0	0	0	0	130	0	0	0	0	26	57	0	1810	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__CAG-314|g__SFEB01|s__MGYG000004528	0	0	0	0	273	48	0	0	0	0	0	0	0	52	48	0	0	10	0	166	0	0	0	0	0	0	0	0	94	0	0	0	0	0	18	0	0	0	13	0	0	0	0	0	0	0	0	43	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	70	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__CAG-314|g__SFEB01|s__SFEB01_sp004558105	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	31	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	16467	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__CAG-314|g__UMGS1707|s__UMGS1707_sp900554285	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	3497	6946	0	0	0	0	0	0	0	0	25	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	11676	0	13	13	0	0	0	0	0	51	0	0	0	0	11	0	0	0	0	10	56	23	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__CAG-314|g__UMGS692|s__UMGS692_sp900544545	0	22	0	0	13	102	12	0	60	0	0	0	16	80	0	0	161	0	0	88	0	0	0	18	0	34	0	0	21	101	0	20	0	0	19	35	0	0	14	0	0	29	25	0	54	53	0	53	0	0	0	51	440	17	0	0	0	0	0	0	149	0	0	101	0	0	108	0
