	ERR9830061	ERR9830063	ERR9830064	ERR9830066	ERR9830067	ERR9830069	ERR9830070	ERR9830072	ERR9830073	ERR9830075	ERR9830076	ERR9830078	ERR9830079	ERR9830081	ERR9830082	ERR9830084	ERR9830085	ERR9830087	ERR9830088	ERR9830090	ERR9830091	ERR9830093	ERR9830094	ERR9830096	ERR9830097	ERR9830099	ERR9830100	ERR9830102	ERR9830103	ERR9830105	ERR9830106	ERR9830108	ERR9830109	ERR9830111	ERR9830112	ERR9830114	ERR9830115	ERR9830117	ERR9830118	ERR9830120	ERR9830121	ERR9830123	ERR9830124	ERR9830126	ERR9830127	ERR9830129	ERR9830130	ERR9830131	ERR9830132	ERR9830133	ERR9830134	ERR9830135	ERR9830136	ERR9830137	ERR9830138	ERR9830139	ERR9830140	ERR9830141	ERR9830142	ERR9830143	ERR9830144	ERR9830145	ERR9830146	ERR9830147	ERR9830148	ERR9830149	ERR9830150	ERR9830152	ERR9830153	ERR9830154	ERR9830155	ERR9830156	ERR9830157	ERR9830158	ERR9830159	ERR9830160	ERR9830161	ERR9830162	ERR9830163	ERR9830164	ERR9830166	ERR9830167	ERR9830169	ERR9830170	ERR9830172	ERR9830173	ERR9830175	ERR9830176	ERR9830178
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Marinifilaceae|g__Butyricimonas|s__Butyricimonas_sp003479425	142	457	434	276	59	0	66	101	273	115	514	637	112	797	28	433	216	456	20	527	874	179	363	205	16	5932	76	1251	196	162	140	133	1665	19	150	275	85	222	649	63	570	55	0	107	280	235	467	205	326	214	1120	449	48	169	655	33	210	318	1868	279	21	37	19	4479	44	450	493	33	34	128	21	75	352	40	236	227	196	147	124	85	126	85	77	893	255	143	1865	0	920
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Marinifilaceae|g__Butyricimonas|s__Butyricimonas_sp900184685	24	67	32	15	0	0	0	17	18	23	182	13	25	15	1759	18	41	0	196	18	0	23	55	39	0	19	0	41	0	0	33	0	37	0	46	0	0	54	58	33	0	13	0	15	63	23	42	40	44	11	67	48	11	12	0	0	221	56	61	22	13	94	72	44	0	36	82	0	0	11	0	21	16	48	49	0	33	71	42	28	0	166	2865	71	35	21	28	0	346
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Marinifilaceae|g__Butyricimonas|s__Butyricimonas_sp900759925	0	0	0	0	0	0	0	0	0	21	16	0	18	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	12	0	0	0	0	18
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Marinifilaceae|g__Butyricimonas|s__Butyricimonas_sp900761485	75	22868	30	0	0	0	0	11	14	157	23	277	77	0	43	55	0	0	59	148	0	0	352	176	0	11	10	10	0	11	25	0	93	108	13	0	75	10	80	38	19	74	0	136	71	61	18	264	0	13	42	0	28	46	0	71	20	28	29	194	0	0	52	16	11	1372	75	0	103	72	0	18	0	0	32	0	43	224	50	0	27	0	51	116	80	14	0	0	14
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Marinifilaceae|g__Butyricimonas|s__Butyricimonas_synergistica	41	12	12	169	23	0	0	15	80	74	107	41	16	0	565	21	0	25	0	41	12	41	44	109	0	22	14	34	44	0	61	38	108	0	85	72	19	12	46	14	0	268	0	0	164	0	113	11	25	16	103	26	20	82	0	0	11	0	56	36	0	16	12	0	151	30	125	0	0	73	0	0	57	0	48	536	44	232	17	0	0	23	95	160	49	0	0	0	746
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Marinifilaceae|g__Butyricimonas|s__Butyricimonas_virosa	4104	27090	16368	0	0	0	0	3667	11477	13330	23473	983	375	0	216	13576	29	2338	1159	39957	0	0	15224	26092	0	78	216	0	0	285	10325	0	8586	255	13	59	2665	42	8124	7530	30	5373	10	0	7521	295	9701	310	87	6060	248	3302	11	191	0	381	0	0	0	2484	0	0	4152	14	0	5720	25098	29	361	3731	0	428	0	81	8944	0	8998	12538	5820	19	3576	7796	4238	30339	13317	12	0	0	2351
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Marinifilaceae|g__Butyricimonas|s__MGYG000004002	0	0	54	12	0	85	0	13	0	0	34	44	0	0	0	22	0	0	0	0	15	227	0	22	0	0	0	0	0	0	0	0	25	26	0	32	0	31	0	0	0	0	0	0	0	66	0	0	0	34	0	20	0	0	93	0	20	21	52	31	10	18	32	0	0	0	0	0	0	17	0	0	45	0	11	0	21	37	61	17	13	31	0	31	44	31	17	0	63
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Marinifilaceae|g__Gabonibacter|s__Gabonibacter_massiliensis	3371	0	0	0	0	0	0	0	1054	0	0	0	57	0	0	0	19	1358	1586	23	12	0	0	0	16	0	0	0	31	0	1064	0	36	0	0	0	1287	0	0	51	0	0	0	0	0	0	0	15	0	0	1177	0	0	0	25	0	24	0	0	12	0	0	26	0	0	356	346	0	0	0	0	0	0	12	0	0	0	15	531	0	11	0	3229	5224	0	40	0	0	1605
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Marinifilaceae|g__Gabonibacter|s__Gabonibacter_sp900543425	117	223	0	0	0	0	0	0	38	0	0	0	0	0	21	0	0	48	76	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	16	0	0	955	0	0	0	0	0	0	0	0	0	0	37	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5181	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	53	189	0	0	0	0	78
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Marinifilaceae|g__Odoribacter|s__MGYG000003076	809	1121	83	1911	146	67	0	1114	3404	1557	677	2156	65	0	398	1223	1483	1302	1214	1481	590	103	203	5399	1774	657	768	418	1132	925	830	2847	6230	99	4269	1634	639	3273	1293	1650	4877	855	7179	2207	2240	1694	1355	722	3136	1660	775	837	320	4352	41	1043	518	78	2871	4727	1130	68	419	438	312	27060	2720	511	635	1559	98	557	2051	98	1953	2145	640	2120	1220	1278	1677	830	1424	749	1706	1922	4666	0	2227
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Marinifilaceae|g__Odoribacter|s__MGYG000004650	729	775	294	270	561	416	957	195	281	972	258	344	21	186	1381	135	182	653	742	1026	288	38	810	826	109	174	1043	304	229	393	294	665	114	161	53	0	217	503	0	259	742	391	0	145	142	120	44	725	504	231	187	277	1610	1339	2146	197	583	150	980	246	165	14	156	910	1079	0	190	11037	483	541	0	257	207	795	312	1293	180	975	498	81	1512	417	301	883	427	419	176	0	512
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Marinifilaceae|g__Odoribacter|s__MGYG000004711	55	75	0	83	0	37	0	36	45	42	45	57	0	0	41	48	142	152	94	120	133	61	52	138	27	14	92	20	0	30	81	118	159	14	86	33	0	111	0	77	27	49	0	15	224	37	36	37	69	63	47	235	0	114	0	11	93	0	91	97	102	0	25	28	101	299	637	49	84	31	0	32	177	101	46	37	71	25	104	159	139	66	43	29	63	101	21	0	88
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Marinifilaceae|g__Odoribacter|s__MGYG000004822	48	43	0	169	0	0	38	81	21	0	0	154	0	0	0	0	61	0	13	46	51	25	0	19	28	0	0	0	0	67	57	181	68	0	272	10	16	259	10	99	0	0	0	40	94	10	20	47	191	120	53	0	13	343	24	0	0	0	16	391	78	0	15	14	26	56	17	0	0	28	0	35	0	0	18	155	29	15	83	108	39	55	50	0	129	141	19	0	106
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Marinifilaceae|g__Odoribacter|s__Odoribacter_laneus	12	76146	209	60	3602	43	0	0	78	144	187	897	182	792	44	836	22492	509	1048	3918	48	28	1975	120	30	0	35	13	3310	18	444	89	1037684	32	16	10823	119	744	340	65	0	11	0	46316	657	48	0	76	13	247	151	205	68	22	164	209	12	16	29	10	0	0	1093	15	99	0	40	0	328	0	17	0	604	25	173226	46	548	113	172	0	270	0	652	93	145	9537	1859	0	1793
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Marinifilaceae|g__Odoribacter|s__Odoribacter_massiliensis	0	1787	19	19	25	0	0	0	3273	69	41	149	0	0	1432	0	10	12	47154	24	18	0	0	59	0	27	56	46	235	85	910	758	262	19	38	32	1371	42	0	862	304	0	0	2796	364	1656	54	0	58	0	324	0	9522	320	43	245	410	0	46	1452	1877	0	0	0	85	74	55	0	11	130	79	0	589	35	194	16252	19	32	389	0	30	0	9825	12	14	12	0	0	33
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Marinifilaceae|g__Odoribacter|s__Odoribacter_sp900541415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	197	0	0	0	0	0	0	99	0	128	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	68	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	23	0	0	22	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Marinifilaceae|g__Odoribacter|s__Odoribacter_sp900544025	37	95	0	26	0	22	22	13	43	0	123	160	0	0	13	216	190	38	50	16	16	33	243	0	0	1303	14	11	48	52	32	0	55	63	23050	128	11	324	78	34	25	0	0	25	52	192	277	34	18	10	0	22	0	0	0	0	106	74	81	23	44	0	127	606	12	0	217	18	143	0	0	13	0	0	37	0	16	14	3066	92	41	35	38	113	33	0	34	0	27
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Marinifilaceae|g__Odoribacter|s__Odoribacter_sp900548135	359	153	561	237	136	2265	12	322	176	352	69	451	23	99	729	1203	244	122	402	295	479	48	257	840	757	86	28	202	267	298	148	422	511	108	496	1046	85	1285	131	528	1056	201	88	120	550	166	295	398	1480	195	247	150	535	1304	491	169	489	116	644	1071	420	448	521	78	263	3792	245	118	9276	3784	0	426	9470	333	369	325	885	288	716	428	1063	366	358	974	566	60	994	0	1941
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Marinifilaceae|g__Odoribacter|s__Odoribacter_splanchnicus	7167	6843	48	20771	0	78	3460	11514	47498	20415	6159	22688	34	10	2711	18453	11287	15364	12609	16412	6587	85	97	55725	23369	8114	12125	5613	17497	9506	8557	30362	17375	17	41859	20580	5590	36104	16077	16974	65113	10030	0	27139	23243	20025	21378	7020	36734	18373	7430	7717	578	52244	16	14754	7149	923	30292	52792	12404	371	5157	5744	3245	204264	24948	5733	5575	18566	0	4890	30720	20	15150	18756	6987	27007	11284	13853	19013	8627	15715	7158	18125	21316	72808	0	21845
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Amulumruptor|s__Amulumruptor_caecigallinarius	13	0	0	0	0	0	0	158	45	95	0	35	91	0	0	27	0	0	18	107	12	0	83	32	0	0	85	0	19	12	14	0	430	27	0	0	91	18	0	23	0	0	0	15	202	0	11	0	17	0	0	0	16	0	460	36	0	0	78	0	16	0	11	27	18	0	34	58	13	33	0	14	0	0	0	0	0	185	16	0	14	0	10	0	51	0	66	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Amulumruptor|s__Amulumruptor_sp001689515	11	0	0	0	0	0	0	11	23	35	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	46	0	23	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	20	15	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Amulumruptor|s__Amulumruptor_sp900539915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Amulumruptor|s__Amulumruptor_sp900547825	0	26	0	0	0	0	0	123	0	0	22	0	0	0	0	0	87	279	0	33	75	0	0	0	13	21	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	64	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-1031|s__CAG-1031_sp000431215	0	0	0	15	0	0	0	46	0	14	0	0	0	0	0	0	0	47	0	19	15	104	0	24	0	0	16	0	0	0	34	0	0	0	0	0	0	0	0	34107	0	22	0	0	5978	0	11	0	0	13	0	0	0	0	30	0	0	15	0	169	0	0	36886	0	0	0	0	0	17	0	0	0	20	0	0	0	0	30	0	0	96	0	46135	0	0	0	20	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-1031|s__CAG-1031_sp900752535	0	291	34	57	0	16	0	132	0	19	0	0	0	16	94	57	10	46920	17	26	0	32	11	12	113	5206	0	223	0	0	18	21	52	0	14	0	886	86	0	277	0	32	48	35	60	138	14	10	0	0	18	51	0	29	1788	0	0	68	27	127	20	75	98	0	51	0	0	0	31	11	0	0	114	34	0	10	32	0	0	0	38	31	293	28	15	20	0	0	10
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-279|s__CAG-279_sp000437795	247	0	0	76	0	0	73	0	1720	47	21	31	0	0	13	0	0	0	0	35	51067	482	0	10	20	0	0	130	0	202752	53	95	0	10	890	24	0	60	0	106	166	0	0	38	0	16	48	17	0	424	125	15	31	12	319891	12	14	0	0	10	73	12	0	0	0	0	40	16	20	16	0	18	14	0	14	0	71	185	75	0	0	0	0	130	535	22	0	0	57
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-279|s__CAG-279_sp900541555	0	0	0	0	0	0	0	0	20	0	0	19	69	0	123	0	0	0	215	24	0	0	0	13	0	0	0	0	0	0	0	103	0	0	0	0	0	12	0	0	0	10	0	0	0	0	0	0	0	0	0	25	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	20	0	0	0	0	0	0	0	0	0	0	209	0	12	29	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-279|s__CAG-279_sp900541935	1128	395	460	55	0	0	268	258	880	265	0	244	16	0	176	91	98	35	351	0	0	158	1459	0	0	0	0	321	451	1773	1102	310	67	444	17	62	0	340	39	401	866	752	0	0	127	111	258	50	256	492	0	0	1828	417	2244	4607	384	658	253	113	201	45	291	167	741	778	0	120	299	52	43	532	334	1898	87	1664	92	2090	0	109	31	20	178	68	370	110	165	0	90
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-279|s__CAG-279_sp900544305	12	14	0	16	0	0	46	27	0	25	0	20	0	0	0	0	20	20	0	338	15	18	32	16	0	14	0	22	0	15	80	0	24	0	0	0	38	46	48	0	200	0	0	16	42	10	24	0	0	0	0	0	40	0	1353	0	17	0	0	99	737	63	13	0	0	0	14	0	48	68	0	0	0	21	14	0	31	0	78	16	11	0	0	0	20	0	0	0	18
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-279|s__CAG-279_sp900548875	14	13	0	0	11	0	0	0	0	41	0	0	23	0	32	94	0	0	0	13	0	0	0	37	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	478	24	0	0	0	0	47	0	15	24	37	0	0	0	107	0	0	10	10	0	0	0	0	23	0	0	17	11	11	0	10	0	0	12	0	16	0	85	16	12	0	0	0	20
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-279|s__CAG-279_sp900550025	15	21	17	31	0	87	0	37	10	47	26	247	310	0	234	182	18	111	31	393	35	45	16	0	0	0	211	98	0	62	75	25	18	0	29	0	0	71	57	181	212	43	0	4939	19	258	90	55	10	0	0	11	30	0	28	0	0	171	55	0	0	0	60	10	0	0	23	24	70	0	0	17	0	56	159	0	0	163	17	91	20	0	957	14	37	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-279|s__CAG-279_sp900556245	27	90	20	65	0	167	19	0	45	38	33	29	0	64	65	16	121	15	42	68	151	14	12	32	15	30	15	82	21	0	38	97	21	29	18	15	20	89	50	0	146	19	19	31	40	93	162	18	129	35	0	67	25	54	88	0	15	80	19	207	114	19	228	22	28	0	36	27	0	39	0	29	24	101	273	43	66	77	22	45	74	10	39	43	14599	113	23	0	13
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-279|s__MGYG000003434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-279|s__MGYG000003881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-485|s__CAG-485_sp000437495	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	33	0	15	0	15142	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-485|s__CAG-485_sp001701295	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	16	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	13	28	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	264	0	0	39	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-485|s__CAG-485_sp002361235	0	0	0	128	0	0	0	612	0	148	0	0	0	419	0	31	27	1198	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	368	0	0	0	0	15	0	0	0	0	0	0	60	0	48	21	0	0	76	23	65	0	16	22	0	0	0	0	0	22	16	0	0	11	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-485|s__CAG-485_sp002491165	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	51	0	46	0	17	0	0	0	0	0	0	0	11	30	0	0	0	0	0	0	0	0	35741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	280	11	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-485|s__CAG-485_sp900321585	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	1106	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	11	0	11	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-485|s__CAG-485_sp900541835	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	50723	0	0	0	512	0	0	0	0	0	0	0	0	204824	0	0	0	0	0	0	0	0	10098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	10	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	10	0	22	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-485|s__CAG-485_sp900542185	0	17	0	0	0	0	0	464	0	0	0	0	0	0	17	22	0	40	0	0	0	0	11	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	61	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	24	0	0	0	14	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-485|s__CAG-485_sp900547755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-485|s__CAG-485_sp900549375	0	0	0	0	0	0	0	93	0	16	0	0	0	0	0	39	0	307	0	40	0	0	0	0	0	4909	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	88	0	0	80	0	0	0	0	0	42	0	20	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-485|s__CAG-485_sp900550645	67	59	59	43	0	52	103	18	18	27	28	47	31	42	16	17	22	29	31	52	36	0	17	84	44	19	18	35	40	15	17	0	24	39	0	70	0	30	28	11	15	20	0	22	64	80	115	17	22	39	25	10	17	13	31	11	41	85	20	66	36	14	0	15	33	0	28	17	15	68	11	18	55	93	31	0	29	67	15	22	17	42	30	39	46	108	54	0	47
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-485|s__CAG-485_sp900552315	0	0	0	15	0	0	16	75	0	0	0	0	0	0	0	14	0	11	0	14	0	28	17	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	11	0	0	18	0	15	0	0	0	0	0	0	0	11	0	0	20	26	0	0	0	0	0	18	0	0	0	0	0	0	11	14	0	0	0	10	0	0	0	45	26	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-485|s__CAG-485_sp900554345	0	0	0	0	0	0	0	284	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	21	0	0	33	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	34	0	18	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-485|s__CAG-485_sp900554845	132	142	30	104	0	1433	924	388	353	886	68	804	71	23	884	341	18	242	320	916	103	34	894	1306	42	43	484	1404	63	199	142	13	111	31	302	44	16	85	307	851	0	89	0	0	337	69	165	222	257	0	395	1247	443	1297	45	20	224	26	103	309	305	33	39	107	142	0	368	81	28	426	217	166	293	467	1293	828	2850	113	55	317	613	71	105	446	348	70	208	31	121
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-485|s__CAG-485_sp900555915	19	44	0	20	0	54	0	0	10	0	0	0	10	20	23	0	30	12	12	25	35	0	0	23	0	12	0	21	13	0	12	25	0	10	16	0	0	22	46	0	39	0	0	20	0	25	12	23	0	10	10	36	12	0	0	0	0	37	0	0	12	0	16	0	0	11	82	0	0	54	0	0	0	32	158	0	48	21	0	12	28	0	0	22	0	47	31	0	122
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-485|s__CAG-485_sp900556595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	503	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	333	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-485|s__CAG-485_sp900759795	0	0	0	0	0	0	0	285	0	89	0	0	0	0	0	16	0	200	0	63	0	316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	352	0	0	0	0	0	0	0	0	47	0	0	0	23507	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-485|s__CAG-485_sp900760735	17	0	56	0	0	0	0	718	0	15	0	0	0	0	13	0	12	764	0	11	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	583	0	12	28	0	12	0	0	0	0	0	0	0	0	60	0	0	0	240	0	97	0	0	17	0	0	0	15	0	0	0	0	13	64	0	0	0	35	0	0	0	101	0	14	0	44	0	17	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-485|s__CAG-485_sp900760815	0	0	0	0	0	0	0	86	0	84	0	0	0	0	0	0	0	515	0	19	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	379	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
