	ERR1912946	ERR1912949	ERR1912953	ERR1912957	ERR1912958	ERR1912961	ERR1912964	ERR1912967	ERR1912971	ERR1912972	ERR1912976	ERR1912979	ERR1912983	ERR1912986	ERR1912989	ERR1912990	ERR1912991	ERR1912994	ERR1912997	ERR1912998	ERR1913002	ERR1913006	ERR1913007	ERR1913010	ERR1913014	ERR1913017	ERR1913021	ERR1913025	ERR1913029	ERR1913032	ERR1913036	ERR1913037	ERR1913040	ERR1913044	ERR1913047	ERR1913050	ERR1913054	ERR1913057	ERR1913060	ERR1913063	ERR1913064	ERR1913069	ERR1913073	ERR1913076	ERR1913080	ERR1913084	ERR1913088	ERR1913092	ERR1913096	ERR1913100	ERR1913104	ERR1913108	ERR1913111	ERR1913115	ERR1913116	ERR1913119	ERR1913122	ERR1913126	ERR1913127
"k__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Mailhella;s__Mailhella_sp003150275"	68	0	0	0	0	0	40	17	17	0	0	10	0	35	12	20	0	156	64	0	622	0	0	0	2033	0	14	0	0	0	0	0	0	28	0	0	15	0	0	0	0	64	0	12	36	12	0	0	0	12	0	14	36001	0	1762	0	0	8853	0
"k__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Mailhella;s__Mailhella_sp900541395"	176	1334	1283	0	186	760	1102	4055	7185	0	1424	0	0	1226	109	0	0	650	3575	3071	0	0	0	0	0	1811	3209	0	21	0	2585	7040	53	6151	2713	1160	6146	1835	162	0	227	2062	22	0	230	605	1299	157	0	214	235	205	834	0	254	4358	546	0	657
"k__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Mailhella;s__Mailhella_sp900553065"	2066	0	0	0	0	0	594	0	0	0	0	0	0	243	2155	418	0	1306	0	0	432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1081	0	0	650	0	0	0	0	429	0	0	0	0	0	0	0	0	0	234	0	0	0	0
"k__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Mailhella;s__Mailhella_sp900555975"	0	0	0	0	32	16	32	0	0	0	60	0	0	0	11892	0	0	0	0	0	11	0	0	0	0	0	0	0	12	0	16	0	0	0	0	0	115	0	0	52	11	0	37	0	84	0	0	20	0	0	0	0	0	0	226	10	24	0	0
"k__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Nitratidesulfovibrio;s__Nitratidesulfovibrio_vulgaris"	0	0	0	0	17	23	11	16	114	10	0	0	24	0	0	0	25	0	24	0	0	0	0	0	0	0	34	0	0	0	0	10	0	0	31	29	0	0	0	43	0	0	0	0	46	0	38	0	0	0	0	0	0	0	0	26	0	45	22
"k__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__Elusimicrobiales;f__Elusimicrobiaceae;g__CADBRU01;s__MGYG000001768"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	261
"k__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__Elusimicrobiales;f__Elusimicrobiaceae;g__UBA1174;s__UBA1174_sp900556855"	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__Eremiobacterota;c__Xenobia;o__Xenobiales;f__Xenobiaceae;g__Bruticola;s__Bruticola_sp004554425"	0	0	49	0	0	11	0	0	44	136	0	143	0	0	0	0	0	0	41	0	0	0	0	0	0	17	0	0	0	14	0	0	0	11	0	0	0	0	11	25	10	0	0	0	14	0	35	0	0	0	0	0	0	22	16	0	137	0	342
"k__Bacteria;p__Eremiobacterota;c__Xenobia;o__Xenobiales;f__Xenobiaceae;g__Bruticola;s__Bruticola_sp900772775"	0	0	22	0	61	0	0	0	0	0	0	10	0	0	45	0	12	0	27	0	0	0	0	0	0	14	0	16	32	10	19	0	0	0	0	22	0	0	0	0	0	0	15	0	10	13	0	46	0	0	24	0	0	0	0	0	12	0	0
"k__Bacteria;p__Eremiobacterota;c__Xenobia;o__Xenobiales;f__Xenobiaceae;g__Bruticola;s__MGYG000002669"	0	0	0	0	0	0	0	73	0	0	0	0	18	0	0	0	0	0	19	0	0	0	0	0	0	0	23	0	77	0	10	0	55	0	0	0	0	0	0	0	30	0	0	0	0	0	12	0	0	0	0	0	0	10	45	0	0	0	0
"k__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__Fibrobacterales;f__Fibrobacteraceae;g__Fibrobacter_A;s__Fibrobacter_A_intestinalis"	16	0	20	0	0	0	0	40	0	0	0	0	0	0	21	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__Borkfalkia;s__Borkfalkia_ceftriaxoniphila"	0	55	5119	0	85	4242	96	1360	0	0	1442	0	614	2395	142	15	0	0	153	0	0	0	73	397	2838	747	2833	1276	1565	1022	0	228	140	1158	0	17696	11	0	1076	4488	37	101	0	8694	1686	2945	10221	0	1153	0	2270	0	0	5075	444	4819	1686	0	31211
"k__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__Borkfalkia;s__Borkfalkia_sp900557285"	0	17	978	390	0	10	0	25	0	99	0	0	0	0	0	0	22	0	0	24	0	0	0	66	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	593	0	0	26	478	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__Borkfalkia;s__Borkfalkia_sp900761665"	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	216	0	0	0
"k__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__Borkfalkia;s__Borkfalkia_sp900761675"	0	21	0	56	0	0	0	0	0	106	0	0	0	0	0	26	0	0	0	13	0	0	0	226	0	14	0	0	0	73	0	0	0	0	0	68	0	0	0	14	0	102	0	10	0	0	42	0	0	10	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__Borkfalkia;s__MGYG000000676"	0	5180	182	0	0	0	0	10	0	595	0	0	0	0	0	0	0	0	0	606	0	0	0	52	0	20	0	0	0	10	0	43	0	0	0	54	0	75	0	24	0	237	0	0	0	19	741	0	0	0	0	0	55	0	0	0	0	0	0
"k__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__Borkfalkia;s__MGYG000000733"	0	46	48	0	0	0	0	195	0	123	0	13	0	0	40	16	0	0	0	40	0	129	0	111	0	26	17	0	12	77	83	0	0	0	0	108	14	0	0	12	0	153	0	0	0	25	29	0	0	0	0	0	0	0	0	0	0	0	12
"k__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__Borkfalkia;s__MGYG000001844"	0	66	148	0	0	0	0	0	0	26	0	0	38	0	0	16	191	14	15	119	29	0	0	83	0	16	0	11	12	39	0	18	0	0	0	120	0	0	0	0	27	51	0	0	227	34	15	0	10	14	0	0	0	14	0	18	0	11	42
"k__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__Borkfalkia;s__MGYG000002624"	0	117	367	0	0	0	0	318	0	70	0	0	0	0	273	0	0	0	0	103	0	0	0	285	0	0	0	0	0	35	0	0	0	0	298	367	63	2046	0	0	757	706	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__Borkfalkia;s__MGYG000002678"	0	376	1127	0	0	0	0	761	0	1148	0	0	0	0	322	0	0	0	68	1708	0	0	0	876	0	168	172	0	0	138	0	87	40	0	0	210	0	143	0	0	117	949	0	0	0	199	579	152	0	0	0	0	0	0	0	0	0	77	0
"k__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__Borkfalkia;s__MGYG000003934"	32	258	142	154	0	18	0	71	0	394	0	0	238	159	4482	44	0	72	0	4771	0	0	0	88	0	309	0	0	0	115	0	195	11	0	0	109	13	15	0	13	15	753	0	0	0	40	80	83	0	11	11	16	80	38	33	27	0	201	23
"k__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__Borkfalkia;s__MGYG000003953"	0	11	0	0	0	0	942	0	0	0	0	0	0	0	39	3267	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	497	0	0	0	0	0	0	0
"k__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__Borkfalkia;s__MGYG000004020"	0	1665	38	62	0	0	0	0	0	240	0	0	0	0	0	26	0	0	0	30	0	0	0	1786	0	0	0	0	0	0	0	0	0	0	1445	7462	82	100	676	2735	0	487	0	0	0	0	82	0	529	0	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__HGM11412;s__HGM11412_sp900770185"	0	0	44	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	40	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	10	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__HGM11416;s__HGM11416_sp900766495"	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0
"k__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__HGM11416;s__HGM11416_sp900768525"	0	37	24	0	0	0	14	19	0	0	0	0	0	0	42	38	0	0	0	16	0	0	0	11	0	14	21	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	11	0	0	0	0	10	0	33	0	0	0	0	0	0	0	14130	0
"k__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__MGYG000000399;s__MGYG000000399"	0	0	0	0	0	0	0	0	0	0	10	0	0	13	0	0	0	0	0	18	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	18	0	0	0	0	0	0	271	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__MGYG000004445;s__MGYG000004445"	0	0	19	0	0	0	11	28	0	0	0	0	14	0	28	0	0	0	0	18	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	217	12	0	0	109	0	0	0	0	0	0	0	10	0	0	0	0	27	28
"k__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__QALS01;s__MGYG000001914"	0	0	0	0	0	0	16	30	0	22	0	0	0	0	0	2723	0	38	14	11	0	0	0	27	0	2252	0	597	23	6379	555	0	0	0	0	0	0	0	28	0	15	0	0	0	0	0	12	0	0	0	31	87	0	43	0	0	0	193	0
"k__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__QALS01;s__QALS01_sp003150575"	125	821	353	56	0	3374	337	94	0	43	106	0	6930	2752	1204	205	0	28	79	9880	30	0	0	605	31	364	654	17	0	1083	21	0	37	18	71	530	0	0	0	73	488	249	1195	88	161	459	159	669	15	1857	0	756	37	5629	1449	441	0	204	2459
"k__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__QALS01;s__QALS01_sp900552625"	88	2355	959	89	0	733	50	1298	0	139	12	0	761	505	11071	596	0	105	71	10387	53	0	0	31	0	2521	31	0	128	494	10	1076	0	0	87	5912	431	70	67	47	888	1033	1838	29	50	12	1729	1169	1046	5541	14	14	120	8214	891	2122	14	77	9545
"k__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__QALS01;s__QALS01_sp900555925"	0	1891	3879	47	0	848	674	10966	0	130	0	0	8346	0	241	7734	384	0	1967	46	741	0	0	1022	21	1945	24	0	84	53	641	91	245	0	402	4325	0	36	390	2175	317	390	23	0	4640	8015	1044	71	780	37	0	121	745	202	11	2973	0	109	823
"k__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__UBA10281;s__MGYG000002654"	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	13	0
"k__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__UBA10281;s__MGYG000004310"	0	13	38	0	0	0	29	23	0	0	0	0	19	0	15	26	0	0	26	26	0	0	0	0	0	11	0	0	0	14	0	0	0	0	0	0	0	0	0	12	12	16	0	0	15	0	0	11	0	90	0	10	0	19	11	0	0	107	16
"k__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__UBA10281;s__UBA10281_sp000437515"	0	0	0	0	0	0	23	0	0	0	0	0	0	0	12	18	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	22	0	0	0	0	4891	0
"k__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__UBA10281;s__UBA10281_sp900548285"	0	12	0	0	0	0	10903	110	0	0	32	0	0	0	205	118	0	0	0	12	0	0	0	0	0	17	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	24	0	0	18	0	0	26	0	0	0	0	152	29
"k__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__UBA10281;s__UBA10281_sp900554485"	0	0	281	0	0	0	761	0	0	0	0	0	0	0	0	2360	0	6446	0	307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	380	0	0	0	219	0	0	722	0	0	2059	0	85	0	0	17144	0
"k__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__UBA10281;s__UBA10281_sp900556195"	18	19	40	14	0	82	89	135	0	0	0	0	16	0	290	26	0	25	13	18	0	0	0	12	0	0	15	0	17	13	0	0	0	0	0	42	0	373	0	0	26	13	0	0	0	0	12	37	0	549	0	0	11	198	0	12	0	32285	10
"k__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__UBA10281;s__UBA10281_sp900764105"	0	0	0	0	0	0	0	1191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	467	0	0	0	0	0	0	982	0	0	272	0	0	0	0	6914	0
"k__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__UBA10281;s__UBA10281_sp900767495"	0	0	0	0	0	0	0	47	0	0	10	0	0	0	0	300	0	37	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__UBA10281;s__UBA10281_sp900767815"	0	0	20	0	0	0	26	4148	0	0	12	0	34	0	282	69	0	0	62	38	0	0	0	12	0	48	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	10	24	0	10	0	13	0	0	172	0	0	536	74	11	0	0	540	25
"k__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__UBA10281;s__UBA10281_sp900767885"	0	0	0	0	0	0	48	44	0	0	76	0	20	0	0	35	0	59	12	15	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	16	0	24	0	0	0	10	0	0	36	0	0	0	11	0	0	0	99	80
"k__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__UBA11475;s__UBA11475_sp003538975"	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	28	0	0	0	0	3895	0	0	70	0	0	1311	0	0	1099	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	49	14
"k__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__UBA11940;s__MGYG000001852"	0	0	2484	0	0	0	0	365	0	0	0	0	0	0	8744	0	0	0	0	2638	0	0	0	0	0	0	0	0	0	1098	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	1483	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__UBA11940;s__MGYG000001854"	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__UBA11940;s__UBA11940_sp900549005"	0	11	0	0	0	0	0	4513	0	22	0	0	0	0	14	47	0	0	0	59	0	0	0	0	0	21	0	0	0	11	0	0	0	0	0	0	170	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__UBA1259;s__MGYG000001843"	0	0	0	0	0	0	106	554	0	0	0	0	0	0	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1282	0
"k__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__UBA1259;s__MGYG000001863"	0	0	14	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__UBA1259;s__MGYG000004476"	0	0	57	0	0	0	0	103	0	44	0	0	0	0	31	0	0	0	0	29	0	0	0	13	0	33	16	0	0	13	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	15	42	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__UBA1259;s__UBA1259_sp003523255"	0	0	0	0	15	0	0	0	0	0	0	0	0	0	3325	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	18	0	0	0	0	0
"k__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__UBA1259;s__UBA1259_sp900760875"	0	26	0	0	0	11	474	114	0	0	0	0	26	0	234	16	0	0	0	123	0	0	0	0	0	0	18	0	10	28	0	21	0	0	180	0	0	27	0	0	17	109	0	0	47	0	16	0	0	136	13	0	291	129	0	0	0	29	0
"k__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__UBA4636;s__UBA4636_sp900764595"	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__UBA4636;s__UBA4636_sp900770945"	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	2124	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	1613	0
"k__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__UBA4675;s__MGYG000001864"	0	0	100	0	0	0	12	33	0	0	0	0	0	0	154	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__UBA7597;s__UBA7597_sp003448195"	0	45	0	1047	0	0	0	0	0	0	4658	0	41	0	0	41	0	22	42	59	0	0	0	0	0	28	70	10	0	0	11	0	0	0	0	0	0	17	0	0	0	0	53	0	0	0	0	0	0	169	0	0	13	0	0	0	0	235	39
"k__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__UBA7597;s__UBA7597_sp900542935"	0	0	0	0	0	0	1079	17	0	0	40	0	13	28	16	2661	0	831	1846	29	15	0	0	0	0	399	5411	0	0	27	0	0	0	16	278	17	0	0	0	0	0	0	5217	0	0	0	983	0	0	995	0	0	443	0	0	0	0	2166	3514
"k__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__UBA7597;s__UBA7597_sp900767195"	0	0	0	0	0	0	26	0	0	0	11	0	0	2138	10	105	0	16	101	23	0	0	0	37	0	15	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273	0	0	0	51	0	0	103	0	0	18	0	0	0	0	104	151
"k__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__UMGS1004;s__MGYG000002790"	0	10	0	0	0	0	0	0	0	2290	0	0	0	0	10	43	0	0	0	29	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__UMGS1004;s__MGYG000003737"	0	13	29	0	0	0	0	10	0	160	0	0	27	0	17	134	0	0	0	44	0	0	0	31	0	37	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	54	12	0	0	0	0	0	40	0	0	0	0	0	0
"k__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__UMGS1004;s__UMGS1004_sp900547645"	0	29	0	0	0	0	0	19	0	50	0	0	0	0	0	38	0	0	0	18	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	336	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__UMGS1004;s__UMGS1004_sp900548845"	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	36	0	0	0	0	0
"k__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__UMGS1004;s__UMGS1004_sp900761685"	304	2714	2918	3582	23	1242	9598	5892	2238	9577	561	133	2577	637	10387	5074	1242	707	1648	2106	0	105	0	1885	80	2231	2670	985	1674	623	831	964	233	98	767	1691	826	260	179	3354	3458	1381	187	349	685	886	857	1697	0	10483	385	549	2260	1896	702	1019	232	14791	899
"k__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__UMGS621;s__UMGS621_sp900543915"	0	0	0	255	0	5061	0	3708	0	3665	0	0	3085	0	1123	0	0	20	2500	0	0	0	0	0	0	0	28995	770	0	13173	0	1384	0	24	618	4288	0	1106	0	0	304	6650	0	0	0	0	3549	0	0	0	572	216	52	207	0	0	0	711	0
"k__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__UMGS775;s__MGYG000001272"	0	0	28	14	0	0	0	260	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0
"k__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__UMGS775;s__MGYG000001888"	0	0	0	84	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	64	0	0	36	39	0	0	0	0	0	435	0	21	0	0	21	0	0	0	0	0	0	0	0	0	0	0	46
"k__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__UMGS775;s__UMGS775_sp900545325"	0	107	8162	23	0	0	292	250	0	0	422	0	17	0	0	12	0	0	568	10	0	0	0	11979	704	724	0	0	41	973	0	0	0	0	14	5357	0	0	0	0	0	179	0	0	3939	19361	106	1002	13	990	0	0	28	0	240	195	0	0	0
"k__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-138;g__CAG-1024;s__CAG-1024_sp000432015"	161	0	124	0	0	0	322	1492	0	0	0	0	0	38	891	51	0	0	0	721	0	0	0	0	0	0	0	38	1007	139	0	17	0	0	412	278	0	67953	0	0	95	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	67	0
"k__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-138;g__MGYG000003945;s__MGYG000003945"	0	0	17	0	0	0	22	12	0	0	0	0	0	0	348	0	0	3860	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	43	0	457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-138;g__PeH17;s__PeH17_sp000435055"	47	36186	217892	16	0	48087	4398	111894	0	37460	102611	12	27181	3353	454933	1273	39	2992	21	30758	10694	0	70	21443	0	6825	19860	236498	349	14347	11243	151007	6353	213	2331	104882	10	40591	0	0	19983	27426	103	988	0	141761	9418	3021	0	5421	21	226	45130	615	1233	46838	125	4079	344
